location,tournament,match_date,series,court,surface,round,best_of,winner,loser,wrank,lrank,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,tourney_id,wpts,lpts
Madrid,Mutua Madrileña Madrid Open,2011-05-03,Masters 1000,Outdoor,Clay,2nd Round,3,Monaco J.,Monfils G.,43,10.0,6,2,3,0,0,0,0,0,0,0,,,2011-028,1040.0,2690.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Llodra M.,Cipolla F.,27,160.0,6,4,6,2,0,0,0,0,0,0,,,2011-028,1320.0,374.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Bellucci T.,Mayer F.,36,30.0,6,7,6,3,3,0,0,0,0,0,,,2011-028,1115.0,1275.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Anderson K.,2,35.0,6,3,6,4,0,0,0,0,0,0,,,2011-028,9710.0,1150.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Granollers M.,7,50.0,6,4,6,0,0,0,0,0,0,0,,,2011-028,3900.0,953.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Soderling R.,Giraldo S.,5,60.0,6,3,6,3,0,0,0,0,0,0,,,2011-028,5235.0,830.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Malisse X.,Lu Y.H.,49,55.0,6,2,6,2,0,0,0,0,0,0,,,2011-028,965.0,888.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Del Potro J.M.,Cilic M.,32,19.0,6,3,6,0,0,0,0,0,0,0,,,2011-028,1265.0,1530.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Baghdatis M.,1,24.0,6,1,6,3,0,0,0,0,0,0,,,2011-028,11915.0,1375.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Simon G.,4,20.0,6,4,3,6,6,0,0,0,0,0,,,2011-028,5815.0,1520.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Federer R.,Lopez F.,3,39.0,7,6,6,7,7,6,0,0,0,0,,,2011-028,8690.0,1065.0
Madrid,Mutua Madrileña Madrid Open,2011-05-04,Masters 1000,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Melzer J.,61,8.0,7,6,6,3,0,0,0,0,0,0,,,2011-028,829.0,3055.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Federer R.,Malisse X.,3,49.0,6,4,6,3,0,0,0,0,0,0,,,2011-028,8690.0,965.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Garcia-Lopez G.,2,29.0,6,1,6,2,0,0,0,0,0,0,,,2011-028,9710.0,1285.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Berdych T.,Monaco J.,7,43.0,7,5,6,3,0,0,0,0,0,0,,,2011-028,3900.0,1040.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Soderling R.,Tsonga J.W.,5,22.0,7,6,7,5,0,0,0,0,0,0,,,2011-028,5235.0,1445.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Del Potro J.M.,1,32.0,0,0,0,0,0,0,0,0,0,0,,,2011-028,11915.0,1265.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Bellucci T.,Murray A.,36,4.0,6,4,6,2,0,0,0,0,0,0,,,2011-028,1115.0,5815.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Llodra M.,Gimeno-Traver D.,27,61.0,1,6,6,4,7,6,0,0,0,0,,,2011-028,1320.0,829.0
Madrid,Mutua Madrileña Madrid Open,2011-05-05,Masters 1000,Outdoor,Clay,3rd Round,3,Ferrer D.,Stakhovsky S.,6,38.0,6,3,7,6,0,0,0,0,0,0,,,2011-028,4330.0,1075.0
Madrid,Mutua Madrileña Madrid Open,2011-05-06,Masters 1000,Outdoor,Clay,Quarterfinals,3,Bellucci T.,Berdych T.,36,7.0,7,6,6,3,0,0,0,0,0,0,,,2011-028,1115.0,3900.0
Madrid,Mutua Madrileña Madrid Open,2011-05-06,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Llodra M.,1,27.0,6,2,6,2,0,0,0,0,0,0,,,2011-028,11915.0,1320.0
Madrid,Mutua Madrileña Madrid Open,2011-05-06,Masters 1000,Outdoor,Clay,Quarterfinals,3,Federer R.,Soderling R.,3,5.0,7,6,6,4,0,0,0,0,0,0,,,2011-028,8690.0,5235.0
Madrid,Mutua Madrileña Madrid Open,2011-05-06,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Ferrer D.,2,6.0,6,4,4,6,6,3,0,0,0,0,,,2011-028,9710.0,4330.0
Madrid,Mutua Madrileña Madrid Open,2011-05-07,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Federer R.,1,3.0,5,7,6,1,6,3,0,0,0,0,,,2011-028,11915.0,8690.0
Madrid,Mutua Madrileña Madrid Open,2011-05-07,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Bellucci T.,2,36.0,4,6,6,4,6,1,0,0,0,0,,,2011-028,9710.0,1115.0
Madrid,Mutua Madrileña Madrid Open,2011-05-08,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Nadal R.,2,1.0,7,5,6,4,0,0,0,0,0,0,,,2011-028,9710.0,11915.0
Rome,Internazionali BNL d'Italia,2011-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Montanes A.,16,38.0,6,2,6,3,0,0,0,0,0,0,,,2011-029,1710.0,1110.0
Rome,Internazionali BNL d'Italia,2011-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Volandri F.,De Bakker T.,79,74.0,6,1,6,2,0,0,0,0,0,0,,,2011-029,656.0,700.0
Rome,Internazionali BNL d'Italia,2011-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Monaco J.,Seppi A.,37,50.0,6,1,4,6,6,2,0,0,0,0,,,2011-029,1130.0,930.0
Rome,Internazionali BNL d'Italia,2011-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Mayer F.,Golubev A.,28,43.0,6,4,6,3,0,0,0,0,0,0,,,2011-029,1300.0,1035.0
Rome,Internazionali BNL d'Italia,2011-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Youzhny M.,45,13.0,6,4,6,2,0,0,0,0,0,0,,,2011-029,1010.0,2045.0
Rome,Internazionali BNL d'Italia,2011-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Raonic M.,17,26.0,6,4,6,4,0,0,0,0,0,0,,,2011-029,1665.0,1340.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Andreev I.,Riba P.,106,71.0,6,4,7,5,0,0,0,0,0,0,,,2011-029,499.0,714.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Roddick A.,19,12.0,6,3,6,3,0,0,0,0,0,0,,,2011-029,1520.0,2280.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Kubot L.,Cuevas P.,141,57.0,7,6,2,6,6,2,0,0,0,0,,,2011-029,418.0,895.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Malisse X.,Garcia-Lopez G.,41,29.0,7,5,6,2,0,0,0,0,0,0,,,2011-029,1045.0,1285.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Fish M.,Giraldo S.,11,60.0,4,6,6,2,6,2,0,0,0,0,,,2011-029,2366.0,850.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Stakhovsky S.,Hanescu V.,36,65.0,6,3,1,6,7,6,0,0,0,0,,,2011-029,1145.0,770.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Nieminen J.,Mannarino A.,59,54.0,7,5,2,6,6,3,0,0,0,0,,,2011-029,855.0,903.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Troicki V.,Davydenko N.,15,30.0,6,4,7,5,0,0,0,0,0,0,,,2011-029,1780.0,1275.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Starace P.,Dolgopolov O.,44,20.0,6,3,6,3,0,0,0,0,0,0,,,2011-029,1015.0,1465.0
Rome,Internazionali BNL d'Italia,2011-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Tsonga J.W.,Baghdatis M.,18,27.0,6,3,6,2,0,0,0,0,0,0,,,2011-029,1535.0,1330.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Karlovic I.,23,138.0,6,4,1,0,0,0,0,0,0,0,,,2011-029,1425.0,422.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Querrey S.,Anderson K.,25,34.0,7,6,1,0,0,0,0,0,0,0,,,2011-029,1345.0,1175.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Almagro N.,Bolelli S.,10,107.0,6,0,7,5,0,0,0,0,0,0,,,2011-029,2495.0,499.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Chela J.I.,Isner J.,42,35.0,6,4,6,1,0,0,0,0,0,0,,,2011-029,1035.0,1150.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Ljubicic I.,Cipolla F.,39,134.0,6,2,6,3,0,0,0,0,0,0,,,2011-029,1075.0,432.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Wawrinka S.,Fognini F.,14,48.0,6,7,6,2,6,4,0,0,0,0,,,2011-029,1920.0,970.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Llodra M.,40,21.0,7,6,6,1,0,0,0,0,0,0,,,2011-029,1065.0,1455.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,1st Round,3,Lorenzi P.,Bellucci T.,148,22.0,7,6,6,3,0,0,0,0,0,0,,,2011-029,392.0,1430.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Gasquet R.,Andreev I.,16,106.0,6,1,6,2,0,0,0,0,0,0,,,2011-029,1710.0,499.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Monaco J.,7,37.0,6,2,6,2,0,0,0,0,0,0,,,2011-029,4035.0,1130.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Nieminen J.,Stakhovsky S.,59,36.0,6,7,6,3,6,4,0,0,0,0,,,2011-029,855.0,1145.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Soderling R.,Verdasco F.,5,17.0,2,6,7,5,6,4,0,0,0,0,,,2011-029,5265.0,1665.0
Rome,Internazionali BNL d'Italia,2011-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Malisse X.,4,41.0,6,2,2,6,6,3,0,0,0,0,,,2011-029,5905.0,1045.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Chela J.I.,Simon G.,42,19.0,6,4,6,2,0,0,0,0,0,0,,,2011-029,1035.0,1520.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Kubot L.,2,141.0,6,0,6,3,0,0,0,0,0,0,,,2011-029,10665.0,418.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Volandri F.,14,79.0,6,1,3,6,6,2,0,0,0,0,,,2011-029,1920.0,656.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Almagro N.,Querrey S.,10,25.0,6,3,7,6,0,0,0,0,0,0,,,2011-029,2495.0,1345.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Lorenzi P.,1,148.0,6,7,6,4,6,0,0,0,0,0,,,2011-029,12470.0,392.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Fish M.,Ljubicic I.,11,39.0,7,6,5,7,6,2,0,0,0,0,,,2011-029,2366.0,1075.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Lopez F.,Kohlschreiber P.,40,45.0,6,4,3,6,6,3,0,0,0,0,,,2011-029,1065.0,1010.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Mayer F.,Melzer J.,28,8.0,6,4,0,0,0,0,0,0,0,0,,,2011-029,1300.0,3020.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Starace P.,Troicki V.,44,15.0,6,4,6,4,0,0,0,0,0,0,,,2011-029,1015.0,1780.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Federer R.,Tsonga J.W.,3,18.0,6,4,6,2,0,0,0,0,0,0,,,2011-029,8900.0,1535.0
Rome,Internazionali BNL d'Italia,2011-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Berlocq C.,23,72.0,6,4,6,3,0,0,0,0,0,0,,,2011-029,1425.0,714.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Lopez F.,1,40.0,6,4,6,2,0,0,0,0,0,0,,,2011-029,12470.0,1065.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Mayer F.,Chela J.I.,28,42.0,7,5,6,4,0,0,0,0,0,0,,,2011-029,1300.0,1035.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Cilic M.,Fish M.,23,11.0,7,6,6,3,0,0,0,0,0,0,,,2011-029,1425.0,2366.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Berdych T.,Nieminen J.,7,59.0,6,2,6,7,6,2,0,0,0,0,,,2011-029,4035.0,855.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Gasquet R.,Federer R.,16,3.0,4,6,7,6,7,6,0,0,0,0,,,2011-029,1710.0,8900.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Murray A.,Starace P.,4,44.0,6,2,6,3,0,0,0,0,0,0,,,2011-029,5905.0,1015.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Soderling R.,Almagro N.,5,10.0,6,3,3,6,6,4,0,0,0,0,,,2011-029,5265.0,2495.0
Rome,Internazionali BNL d'Italia,2011-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Wawrinka S.,2,14.0,6,4,6,1,0,0,0,0,0,0,,,2011-029,10665.0,1920.0
Rome,Internazionali BNL d'Italia,2011-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Murray A.,Mayer F.,4,28.0,1,6,6,1,6,1,0,0,0,0,,,2011-029,5905.0,1300.0
Rome,Internazionali BNL d'Italia,2011-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Cilic M.,1,23.0,6,1,6,3,0,0,0,0,0,0,,,2011-029,12470.0,1425.0
Rome,Internazionali BNL d'Italia,2011-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Berdych T.,16,7.0,4,6,6,2,6,4,0,0,0,0,,,2011-029,1710.0,4035.0
Rome,Internazionali BNL d'Italia,2011-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Soderling R.,2,5.0,6,3,6,0,0,0,0,0,0,0,,,2011-029,10665.0,5265.0
Rome,Internazionali BNL d'Italia,2011-05-14,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Gasquet R.,1,16.0,7,5,6,1,0,0,0,0,0,0,,,2011-029,12470.0,1710.0
Rome,Internazionali BNL d'Italia,2011-05-14,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Murray A.,2,4.0,6,1,3,6,7,6,0,0,0,0,,,2011-029,10665.0,5905.0
Rome,Internazionali BNL d'Italia,2011-05-15,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Nadal R.,2,1.0,6,4,6,4,0,0,0,0,0,0,,,2011-029,10665.0,12470.0
Nice,Open de Nice Côte d’Azur,2011-05-15,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,Devvarman S.,53,66.0,6,3,7,6,0,0,0,0,0,0,,,2011-030,913.0,749.0
Nice,Open de Nice Côte d’Azur,2011-05-15,ATP250,Outdoor,Clay,1st Round,3,Dolgopolov O.,Volandri F.,23,74.0,7,5,6,3,0,0,0,0,0,0,,,2011-030,1405.0,685.0
Nice,Open de Nice Côte d’Azur,2011-05-16,ATP250,Outdoor,Clay,1st Round,3,Riba P.,Rufin G.,65,255.0,6,2,6,2,0,0,0,0,0,0,,,2011-030,749.0,194.0
Nice,Open de Nice Côte d’Azur,2011-05-16,ATP250,Outdoor,Clay,1st Round,3,Hanescu V.,Paire B.,69,106.0,6,0,6,1,0,0,0,0,0,0,,,2011-030,715.0,504.0
Nice,Open de Nice Côte d’Azur,2011-05-16,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,Dimitrov G.,49,63.0,5,0,0,0,0,0,0,0,0,0,,,2011-030,946.0,781.0
Nice,Open de Nice Côte d’Azur,2011-05-16,ATP250,Outdoor,Clay,1st Round,3,Istomin D.,Rochus O.,58,73.0,6,2,7,6,0,0,0,0,0,0,,,2011-030,875.0,703.0
Nice,Open de Nice Côte d’Azur,2011-05-16,ATP250,Outdoor,Clay,1st Round,3,Seppi A.,Roger-Vasselin E.,51,137.0,3,6,6,3,6,2,0,0,0,0,,,2011-030,930.0,428.0
Nice,Open de Nice Côte d’Azur,2011-05-17,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Haider-Maurer A.,68,90.0,5,7,6,3,6,0,0,0,0,0,,,2011-030,720.0,577.0
Nice,Open de Nice Côte d’Azur,2011-05-17,ATP250,Outdoor,Clay,1st Round,3,Haase R.,Lu Y.H.,59,56.0,6,3,6,4,0,0,0,0,0,0,,,2011-030,863.0,900.0
Nice,Open de Nice Côte d’Azur,2011-05-17,ATP250,Outdoor,Clay,1st Round,3,Stakhovsky S.,Gabashvili T.,34,81.0,7,6,6,3,0,0,0,0,0,0,,,2011-030,1170.0,631.0
Nice,Open de Nice Côte d’Azur,2011-05-17,ATP250,Outdoor,Clay,1st Round,3,Gulbis E.,Fognini F.,85,48.0,3,6,6,3,6,3,0,0,0,0,,,2011-030,610.0,960.0
Nice,Open de Nice Côte d’Azur,2011-05-17,ATP250,Outdoor,Clay,1st Round,3,Benneteau J.,Baghdatis M.,83,29.0,7,6,6,2,0,0,0,0,0,0,,,2011-030,623.0,1295.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Dolgopolov O.,Riba P.,23,65.0,7,6,7,6,0,0,0,0,0,0,,,2011-030,1405.0,749.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,Berlocq C.,12,68.0,6,7,6,4,6,3,0,0,0,0,,,2011-030,2225.0,720.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Stakhovsky S.,59,34.0,6,2,6,4,0,0,0,0,0,0,,,2011-030,863.0,1170.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Ferrer D.,Seppi A.,7,51.0,6,3,6,2,0,0,0,0,0,0,,,2011-030,4060.0,930.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Hanescu V.,Russell M.,69,91.0,7,5,6,2,0,0,0,0,0,0,,,2011-030,715.0,573.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,Benneteau J.,49,83.0,6,3,6,4,0,0,0,0,0,0,,,2011-030,946.0,623.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Gulbis E.,Istomin D.,85,58.0,6,3,4,6,6,3,0,0,0,0,,,2011-030,610.0,875.0
Nice,Open de Nice Côte d’Azur,2011-05-18,ATP250,Outdoor,Clay,2nd Round,3,Berdych T.,Mannarino A.,6,53.0,6,1,6,4,0,0,0,0,0,0,,,2011-030,4215.0,913.0
Nice,Open de Nice Côte d’Azur,2011-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Hanescu V.,Haase R.,69,59.0,6,2,2,0,0,0,0,0,0,0,,,2011-030,715.0,863.0
Nice,Open de Nice Côte d’Azur,2011-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Almagro N.,Andujar P.,12,49.0,6,1,6,4,0,0,0,0,0,0,,,2011-030,2225.0,946.0
Nice,Open de Nice Côte d’Azur,2011-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Dolgopolov O.,Ferrer D.,23,7.0,6,4,1,6,7,5,0,0,0,0,,,2011-030,1405.0,4060.0
Nice,Open de Nice Côte d’Azur,2011-05-19,ATP250,Outdoor,Clay,Quarterfinals,3,Berdych T.,Gulbis E.,6,85.0,6,1,6,4,0,0,0,0,0,0,,,2011-030,4215.0,610.0
Nice,Open de Nice Côte d’Azur,2011-05-20,ATP250,Outdoor,Clay,Semifinals,3,Hanescu V.,Dolgopolov O.,69,23.0,6,3,6,3,0,0,0,0,0,0,,,2011-030,715.0,1405.0
Nice,Open de Nice Côte d’Azur,2011-05-20,ATP250,Outdoor,Clay,Semifinals,3,Almagro N.,Berdych T.,12,6.0,6,4,6,4,0,0,0,0,0,0,,,2011-030,2225.0,4215.0
Nice,Open de Nice Côte d’Azur,2011-05-21,ATP250,Outdoor,Clay,The Final,3,Almagro N.,Hanescu V.,12,69.0,6,7,6,3,6,3,0,0,0,0,,,2011-030,2225.0,715.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Ramirez-Hidalgo R.,Cilic M.,117,21.0,7,6,6,4,6,4,0,0,0,0,,,2011-031,470.0,1515.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Nishikori K.,Lu Y.H.,59,56.0,6,1,6,3,6,4,0,0,0,0,,,2011-031,857.0,900.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Stakhovsky S.,Guez D.,36,156.0,6,7,6,3,6,3,6,3,0,0,,,2011-031,1145.0,367.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Nieminen J.,7,50.0,6,3,6,3,6,1,0,0,0,0,,,2011-031,4060.0,936.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Teixeira M.,Millot V.,181,152.0,6,2,5,7,6,7,6,4,6,1,,,2011-031,300.0,378.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Garcia-Lopez G.,Kendrick R.,33,87.0,6,1,7,5,4,6,6,3,0,0,,,2011-031,1205.0,594.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Gicquel M.,38,127.0,6,4,6,4,6,2,0,0,0,0,,,2011-031,1110.0,449.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Riba P.,Dodig I.,65,45.0,6,3,3,6,7,6,6,4,0,0,,,2011-031,761.0,1016.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Kavcic B.,Gulbis E.,82,83.0,6,1,6,4,6,2,0,0,0,0,,,2011-031,636.0,635.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Tsonga J.W.,Hajek J.,17,136.0,6,3,6,2,6,2,0,0,0,0,,,2011-031,1570.0,425.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Gensse A.,14,179.0,4,6,6,3,6,4,6,2,0,0,,,2011-031,1920.0,302.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Benneteau J.,Machado R.,81,110.0,4,6,6,1,6,2,6,0,0,0,,,2011-031,643.0,479.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Fognini F.,Istomin D.,49,58.0,6,4,6,2,6,2,0,0,0,0,,,2011-031,960.0,875.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Seppi A.,Gabashvili T.,51,85.0,6,3,7,5,7,5,0,0,0,0,,,2011-031,930.0,631.0
Paris,French Open,2011-05-22,Grand Slam,Outdoor,Clay,1st Round,5,Rufin G.,Mannarino A.,253,53.0,6,2,6,3,6,2,0,0,0,0,,,2011-031,196.0,917.0
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Troicki V.,Reister J.,15,94.0,6,4,6,3,6,3,0,0,0,0,,,2011-031,1840.0,555.0
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,Soeda G.,13,116.0,7,5,6,2,6,4,0,0,0,0,,,2011-031,2010.0,472.0
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Del Potro J.M.,Karlovic I.,26,148.0,6,7,6,3,7,5,6,4,0,0,,,2011-031,1355.0,387.0
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Bellucci T.,Golubev A.,25,44.0,6,4,6,4,6,7,7,6,0,0,,,2011-031,1395.0,1025.0
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,Brands D.,62,130.0,6,2,6,4,6,4,0,0,0,0,,,2011-031,842.0,436.0
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Ilhan M.,Haas T.,123,,6,4,4,6,7,6,6,4,0,0,,,2011-031,458.0,
Paris,French Open,2011-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,De Bakker T.,2,71.0,6,2,6,1,6,3,0,0,0,0,,,2011-031,11665.0,710.0
