location,tournament,match_date,series,court,surface,round,best_of,winner,loser,wrank,lrank,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,tourney_id,wpts,lpts
Montreal,Rogers Masters,2009-08-13,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Petzschner P.,2,45.0,6,3,6,2,0,0,0,0,0,0,,,2009-046,9285.0,1040.0
Montreal,Rogers Masters,2009-08-13,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Wawrinka S.,1,22.0,6,3,7,6,0,0,0,0,0,0,,,2009-046,11060.0,1795.0
Montreal,Rogers Masters,2009-08-13,Masters 1000,Outdoor,Hard,3rd Round,3,Tsonga J.W.,Simon G.,7,9.0,6,3,6,3,0,0,0,0,0,0,,,2009-046,3650.0,3330.0
Montreal,Rogers Masters,2009-08-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Murray A.,Davydenko N.,3,8.0,6,2,6,4,0,0,0,0,0,0,,,2009-046,8260.0,3525.0
Montreal,Rogers Masters,2009-08-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Federer R.,7,1.0,7,6,1,6,7,6,0,0,0,0,,,2009-046,3650.0,11060.0
Montreal,Rogers Masters,2009-08-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Roddick A.,Djokovic N.,5,4.0,6,4,7,6,0,0,0,0,0,0,,,2009-046,5530.0,7380.0
Montreal,Rogers Masters,2009-08-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Nadal R.,6,2.0,7,6,6,1,0,0,0,0,0,0,,,2009-046,5155.0,9285.0
Montreal,Rogers Masters,2009-08-15,Masters 1000,Outdoor,Hard,Semifinals,3,Murray A.,Tsonga J.W.,3,7.0,6,4,7,6,0,0,0,0,0,0,,,2009-046,8260.0,3650.0
Montreal,Rogers Masters,2009-08-15,Masters 1000,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Roddick A.,6,5.0,4,6,6,2,7,5,0,0,0,0,,,2009-046,5155.0,5530.0
Montreal,Rogers Masters,2009-08-16,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Del Potro J.M.,3,6.0,6,7,7,6,6,1,0,0,0,0,,,2009-046,8260.0,5155.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Becker B.,Vassallo-Arguello M.,47,49.0,6,3,6,3,0,0,0,0,0,0,,,2009-047,1009.0,983.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Mathieu P.H.,Zverev M.,31,46.0,6,7,7,5,6,3,0,0,0,0,,,2009-047,1340.0,1020.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Andreev I.,Kiefer N.,27,130.0,6,1,7,5,0,0,0,0,0,0,,,2009-047,1385.0,490.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,Odesnik W.,9,85.0,6,3,6,2,0,0,0,0,0,0,,,2009-047,3320.0,714.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Almagro N.,Sela D.,33,34.0,6,4,1,0,0,0,0,0,0,0,,,2009-047,1270.0,1254.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Ljubicic I.,Serra F.,54,56.0,4,6,6,3,6,4,0,0,0,0,,,2009-047,906.0,901.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Karlovic I.,Monfils G.,29,13.0,6,4,6,7,7,6,0,0,0,0,,,2009-047,1360.0,2485.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Acasuso J.,Kubot L.,51,135.0,6,4,6,3,0,0,0,0,0,0,,,2009-047,931.0,471.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Ferrer D.,Wawrinka S.,19,20.0,7,5,6,2,0,0,0,0,0,0,,,2009-047,1890.0,1835.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Ferrero J.C.,15,25.0,6,3,6,4,0,0,0,0,0,0,,,2009-047,2340.0,1500.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Robredo T.,35,16.0,6,3,7,5,0,0,0,0,0,0,,,2009-047,1222.0,2245.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Safin M.,Ginepri R.,61,70.0,7,5,7,6,0,0,0,0,0,0,,,2009-047,875.0,805.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-17,Masters 1000,Outdoor,Hard,1st Round,3,Stepanek R.,Troicki V.,17,30.0,7,6,1,0,0,0,0,0,0,0,,,2009-047,2015.0,1355.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Lu Y.H.,26,74.0,6,3,6,4,0,0,0,0,0,0,,,2009-047,1475.0,781.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Youzhny M.,Hanescu V.,64,28.0,7,5,6,2,0,0,0,0,0,0,,,2009-047,840.0,1381.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,Lopez F.,37,36.0,5,7,7,6,7,6,0,0,0,0,,,2009-047,1155.0,1215.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Verdasco F.,53,10.0,7,6,7,6,0,0,0,0,0,0,,,2009-047,914.0,3185.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Seppi A.,Hernych J.,45,72.0,3,6,6,4,6,1,0,0,0,0,,,2009-047,1045.0,795.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Hewitt L.,Soderling R.,42,11.0,3,6,7,6,6,4,0,0,0,0,,,2009-047,1105.0,2905.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Guccione C.,Kohlschreiber P.,124,23.0,7,5,2,6,6,3,0,0,0,0,,,2009-047,510.0,1575.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Berdych T.,Gonzalez F.,18,12.0,6,4,0,0,0,0,0,0,0,0,,,2009-047,1915.0,2815.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Kunitsyn I.,Blake J.,43,24.0,7,6,6,7,6,4,0,0,0,0,,,2009-047,1073.0,1520.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Petzschner P.,Bolelli S.,39,71.0,7,6,6,3,0,0,0,0,0,0,,,2009-047,1118.0,801.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Haas T.,59,21.0,7,6,5,7,7,6,0,0,0,0,,,2009-047,889.0,1750.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,2nd Round,3,Simon G.,Andreev I.,9,27.0,7,6,6,7,6,1,0,0,0,0,,,2009-047,3320.0,1385.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-18,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrer D.,Cilic M.,19,15.0,7,6,6,2,0,0,0,0,0,0,,,2009-047,1890.0,2340.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Ljubicic I.,4,54.0,7,6,6,4,0,0,0,0,0,0,,,2009-047,7150.0,906.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Guccione C.,Tsonga J.W.,124,7.0,7,6,6,2,0,0,0,0,0,0,,,2009-047,510.0,3960.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Youzhny M.,53,64.0,7,5,6,3,0,0,0,0,0,0,,,2009-047,914.0,840.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Mathieu P.H.,Karlovic I.,31,29.0,7,6,6,4,0,0,0,0,0,0,,,2009-047,1340.0,1360.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Stepanek R.,Safin M.,17,61.0,4,6,6,3,6,1,0,0,0,0,,,2009-047,2015.0,875.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Acasuso J.,1,51.0,6,3,7,5,0,0,0,0,0,0,,,2009-047,11040.0,931.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Petzschner P.,18,39.0,7,6,6,7,6,4,0,0,0,0,,,2009-047,1915.0,1118.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Benneteau J.,Melzer J.,55,37.0,6,2,3,6,6,2,0,0,0,0,,,2009-047,905.0,1155.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Almagro N.,2,33.0,7,6,6,2,0,0,0,0,0,0,,,2009-047,9250.0,1270.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Davydenko N.,Kunitsyn I.,8,43.0,6,2,1,6,6,3,0,0,0,0,,,2009-047,3655.0,1073.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Isner J.,35,59.0,6,7,6,3,4,1,0,0,0,0,,,2009-047,1222.0,889.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Seppi A.,3,45.0,7,6,7,6,0,0,0,0,0,0,,,2009-047,8665.0,1045.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-19,Masters 1000,Outdoor,Hard,2nd Round,3,Hewitt L.,Becker B.,42,47.0,6,3,6,3,0,0,0,0,0,0,,,2009-047,1105.0,1009.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,2nd Round,3,Querrey S.,Roddick A.,26,5.0,7,6,7,6,0,0,0,0,0,0,,,2009-047,1475.0,5800.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Ferrer D.,1,19.0,3,6,6,3,6,4,0,0,0,0,,,2009-047,11040.0,1890.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Benneteau J.,Garcia-Lopez G.,55,53.0,4,6,6,4,7,6,0,0,0,0,,,2009-047,905.0,914.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Stepanek R.,2,17.0,6,4,6,1,0,0,0,0,0,0,,,2009-047,9250.0,2015.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Chardy J.,4,35.0,7,5,6,3,0,0,0,0,0,0,,,2009-047,7150.0,1222.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Hewitt L.,Querrey S.,42,26.0,6,1,2,6,6,3,0,0,0,0,,,2009-047,1105.0,1475.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Simon G.,Davydenko N.,9,8.0,6,7,6,4,6,4,0,0,0,0,,,2009-047,3320.0,3655.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-20,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Mathieu P.H.,3,31.0,7,5,6,2,0,0,0,0,0,0,,,2009-047,8665.0,1340.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-21,Masters 1000,Outdoor,Hard,3rd Round,3,Berdych T.,Guccione C.,18,124.0,6,4,6,3,0,0,0,0,0,0,,,2009-047,1915.0,510.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-21,Masters 1000,Outdoor,Hard,Quarterfinals,3,Murray A.,Benneteau J.,2,55.0,4,6,6,3,6,1,0,0,0,0,,,2009-047,9250.0,905.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-21,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Hewitt L.,1,42.0,6,3,6,4,0,0,0,0,0,0,,,2009-047,11040.0,1105.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-21,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Simon G.,4,9.0,6,4,7,5,0,0,0,0,0,0,,,2009-047,7150.0,3320.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-21,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Berdych T.,3,18.0,6,4,7,5,0,0,0,0,0,0,,,2009-047,8665.0,1915.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-22,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Murray A.,1,2.0,6,2,7,6,0,0,0,0,0,0,,,2009-047,11040.0,9250.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-22,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Nadal R.,4,3.0,6,1,6,4,0,0,0,0,0,0,,,2009-047,7150.0,8665.0
Cincinnati,Western & Southern Financial Group Masters,2009-08-23,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Djokovic N.,1,4.0,6,1,7,5,0,0,0,0,0,0,,,2009-047,11040.0,7150.0
New Haven,Pilot Pen Tennis,2009-08-23,ATP250,Outdoor,Hard,1st Round,3,Dent T.,Ljubicic I.,196,50.0,6,3,6,4,0,0,0,0,0,0,,,2009-048,309.0,976.0
New Haven,Pilot Pen Tennis,2009-08-23,ATP250,Outdoor,Hard,1st Round,3,Serra F.,Darcis S.,60,97.0,6,3,6,3,0,0,0,0,0,0,,,2009-048,866.0,638.0
New Haven,Pilot Pen Tennis,2009-08-23,ATP250,Outdoor,Hard,1st Round,3,Capdeville P.,Nieminen J.,88,54.0,7,5,6,3,0,0,0,0,0,0,,,2009-048,680.0,924.0
New Haven,Pilot Pen Tennis,2009-08-23,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Fognini F.,63,73.0,7,5,2,0,0,0,0,0,0,0,,,2009-048,855.0,785.0
New Haven,Pilot Pen Tennis,2009-08-23,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Istomin D.,65,107.0,6,2,6,4,0,0,0,0,0,0,,,2009-048,834.0,587.0
New Haven,Pilot Pen Tennis,2009-08-23,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Vassallo-Arguello M.,81,51.0,6,3,6,4,0,0,0,0,0,0,,,2009-048,729.0,973.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Rochus C.,67,72.0,6,3,6,4,0,0,0,0,0,0,,,2009-048,816.0,799.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Kim K.,Gabashvili T.,100,74.0,6,4,5,7,6,3,0,0,0,0,,,2009-048,632.0,769.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Starace P.,Zverev M.,92,53.0,6,3,2,6,6,3,0,0,0,0,,,2009-048,665.0,930.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Phau B.,Becker B.,85,45.0,2,6,6,2,6,3,0,0,0,0,,,2009-048,707.0,1054.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Golubev A.,69,56.0,6,3,6,4,0,0,0,0,0,0,,,2009-048,813.0,901.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Kendrick R.,Nielsen F.,77,315.0,6,3,7,5,0,0,0,0,0,0,,,2009-048,747.0,161.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Acasuso J.,Gonzalez M.,52,79.0,6,1,6,7,6,2,0,0,0,0,,,2009-048,960.0,739.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Garcia-Lopez G.,71,49.0,6,2,6,2,0,0,0,0,0,0,,,2009-048,803.0,984.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Gil F.,Baghdatis M.,110,109.0,6,4,6,3,0,0,0,0,0,0,,,2009-048,579.0,580.0
New Haven,Pilot Pen Tennis,2009-08-24,ATP250,Outdoor,Hard,1st Round,3,Ram R.,Lapentti N.,117,163.0,7,5,1,6,7,6,0,0,0,0,,,2009-048,534.0,378.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,Gicquel M.,23,81.0,6,4,6,7,6,2,0,0,0,0,,,2009-048,1520.0,729.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Andreev I.,Kim K.,30,100.0,6,3,6,1,0,0,0,0,0,0,,,2009-048,1330.0,632.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Kunitsyn I.,Dent T.,42,196.0,6,3,6,4,0,0,0,0,0,0,,,2009-048,1098.0,309.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Phau B.,Almagro N.,85,33.0,2,6,6,3,7,5,0,0,0,0,,,2009-048,707.0,1285.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Mayer L.,Rochus O.,65,90.0,6,0,6,4,0,0,0,0,0,0,,,2009-048,834.0,678.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Cuevas P.,38,69.0,6,2,3,0,0,0,0,0,0,0,,,2009-048,1160.0,813.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Bolelli S.,Beck A.,67,40.0,6,4,6,4,0,0,0,0,0,0,,,2009-048,816.0,1115.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Hanescu V.,Tipsarevic J.,29,63.0,6,4,6,7,6,3,0,0,0,0,,,2009-048,1346.0,855.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Gil F.,Petzschner P.,110,39.0,6,7,7,6,6,3,0,0,0,0,,,2009-048,579.0,1147.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Davydenko N.,Kendrick R.,8,77.0,7,6,6,3,0,0,0,0,0,0,,,2009-048,3655.0,747.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Santoro F.,Starace P.,44,92.0,7,5,6,0,0,0,0,0,0,0,,,2009-048,1060.0,665.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Capdeville P.,10,88.0,6,0,6,3,0,0,0,0,0,0,,,2009-048,3015.0,680.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Acasuso J.,Robredo T.,52,15.0,3,6,7,5,7,6,0,0,0,0,,,2009-048,960.0,2165.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Seppi A.,Lu Y.H.,48,71.0,6,7,6,3,7,5,0,0,0,0,,,2009-048,990.0,803.0
New Haven,Pilot Pen Tennis,2009-08-25,ATP250,Outdoor,Hard,2nd Round,3,Serra F.,Chardy J.,60,34.0,6,7,7,6,6,1,0,0,0,0,,,2009-048,866.0,1267.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,2nd Round,3,Ram R.,Fish M.,117,26.0,6,3,6,3,0,0,0,0,0,0,,,2009-048,534.0,1410.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Melzer J.,Hanescu V.,38,29.0,7,6,4,6,6,1,0,0,0,0,,,2009-048,1160.0,1346.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Mayer L.,Bolelli S.,65,67.0,6,2,6,4,0,0,0,0,0,0,,,2009-048,834.0,816.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Andreev I.,Gil F.,30,110.0,6,4,6,4,0,0,0,0,0,0,,,2009-048,1330.0,579.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Acasuso J.,Kunitsyn I.,52,42.0,3,6,7,6,6,3,0,0,0,0,,,2009-048,960.0,1098.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Davydenko N.,Santoro F.,8,44.0,7,5,6,3,0,0,0,0,0,0,,,2009-048,3655.0,1060.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Serra F.,Ram R.,60,117.0,4,6,7,6,7,5,0,0,0,0,,,2009-048,866.0,534.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Querrey S.,Phau B.,23,85.0,7,5,6,3,0,0,0,0,0,0,,,2009-048,1520.0,707.0
New Haven,Pilot Pen Tennis,2009-08-26,ATP250,Outdoor,Hard,3rd Round,3,Verdasco F.,Seppi A.,10,48.0,7,6,6,2,0,0,0,0,0,0,,,2009-048,3015.0,990.0
New Haven,Pilot Pen Tennis,2009-08-27,ATP250,Outdoor,Hard,Quarterfinals,3,Andreev I.,Mayer L.,30,65.0,6,4,6,7,6,3,0,0,0,0,,,2009-048,1330.0,834.0
New Haven,Pilot Pen Tennis,2009-08-27,ATP250,Outdoor,Hard,Quarterfinals,3,Querrey S.,Davydenko N.,23,8.0,6,3,3,6,6,4,0,0,0,0,,,2009-048,1520.0,3655.0
New Haven,Pilot Pen Tennis,2009-08-28,ATP250,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Melzer J.,10,38.0,6,3,6,1,0,0,0,0,0,0,,,2009-048,3015.0,1160.0
New Haven,Pilot Pen Tennis,2009-08-28,ATP250,Outdoor,Hard,Quarterfinals,3,Acasuso J.,Serra F.,52,60.0,7,5,6,4,0,0,0,0,0,0,,,2009-048,960.0,866.0
New Haven,Pilot Pen Tennis,2009-08-28,ATP250,Outdoor,Hard,Semifinals,3,Querrey S.,Acasuso J.,23,52.0,6,3,6,4,0,0,0,0,0,0,,,2009-048,1520.0,960.0
New Haven,Pilot Pen Tennis,2009-08-28,ATP250,Outdoor,Hard,Semifinals,3,Verdasco F.,Andreev I.,10,30.0,7,6,7,6,0,0,0,0,0,0,,,2009-048,3015.0,1330.0
New Haven,Pilot Pen Tennis,2009-08-29,ATP250,Outdoor,Hard,The Final,3,Verdasco F.,Querrey S.,10,23.0,6,4,7,6,0,0,0,0,0,0,,,2009-048,3015.0,1520.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Mathieu P.H.,60,27.0,2,6,7,5,6,0,6,2,0,0,,,2009-049,870.0,1390.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Zverev M.,88,53.0,2,6,7,5,3,6,6,4,6,0,,,2009-049,680.0,930.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Schuettler R.,70,99.0,1,6,7,6,6,4,2,6,6,3,,,2009-049,812.0,635.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Polansky P.,50,202.0,6,4,6,4,5,7,3,6,6,1,,,2009-049,984.0,301.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Greul S.,Lapentti G.,65,182.0,6,3,4,6,3,6,6,0,7,6,,,2009-049,836.0,341.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Chiudinelli M.,Starace P.,161,92.0,7,6,7,6,6,0,0,0,0,0,,,2009-049,386.0,665.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Kindlmann D.,8,222.0,6,3,6,4,7,5,0,0,0,0,,,2009-049,3655.0,258.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Montanes A.,12,48.0,6,1,3,6,6,1,6,4,0,0,,,2009-049,2665.0,991.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Hanescu V.,55,29.0,6,1,7,6,7,6,0,0,0,0,,,2009-049,914.0,1346.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Ilhan M.,Rochus C.,231,72.0,3,6,6,3,3,6,7,5,7,5,,,2009-049,243.0,799.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Young D.,15,185.0,6,4,3,6,6,2,6,3,0,0,,,2009-049,2165.0,336.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Britton D.,1,1370.0,6,1,6,3,7,5,0,0,0,0,,,2009-049,12040.0,4.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Devvarman S.,Gil F.,162,106.0,6,3,6,4,6,3,0,0,0,0,,,2009-049,386.0,595.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Falla A.,21,160.0,7,5,4,6,7,6,6,2,0,0,,,2009-049,1760.0,386.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kendrick R.,Vassallo-Arguello M.,77,52.0,6,3,6,2,6,2,0,0,0,0,,,2009-049,747.0,973.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Kunitsyn I.,90,42.0,6,3,6,0,6,2,0,0,0,0,,,2009-049,678.0,1098.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Ramirez-Hidalgo R.,23,115.0,6,1,6,4,7,5,0,0,0,0,,,2009-049,1520.0,551.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Alves T.,32,107.0,6,0,6,3,6,4,0,0,0,0,,,2009-049,1285.0,592.0
New York,US Open,2009-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Seppi A.,24,49.0,6,0,6,4,6,4,0,0,0,0,,,2009-049,1510.0,990.0
