tournament,court,surface,round_imp,best_of,player0,player1,rank0,rank1,winner
"Wimbledon",Outdoor,Grass,7,5,"Ferrero J.C.","Godwin N.",8,107,0
"Wimbledon",Outdoor,Grass,7,5,"Gambill J.M.","Massu N.",58,65,0
"Wimbledon",Outdoor,Grass,7,5,"Gaudio G.","Guzman J.P.",28,288,0
"Wimbledon",Outdoor,Grass,7,5,"Gonzalez F.","Chela J.I.",43,22,0
"Wimbledon",Outdoor,Grass,7,5,"Henman T.","Bachelot J.F",5,165,0
"Wimbledon",Outdoor,Grass,7,5,"Hewitt L.","Bjorkman J.",1,47,0
"Wimbledon",Outdoor,Grass,7,5,"Kafelnikov Y.","Hrbaty D.",6,53,0
"Wimbledon",Outdoor,Grass,7,5,"Kiefer N.","Balcells J.",54,125,0
"Wimbledon",Outdoor,Grass,7,5,"Knowle J.","Llodra M.",95,102,0
"Wimbledon",Outdoor,Grass,7,5,"Koubek S.","Bower J.",41,268,0
"Wimbledon",Outdoor,Grass,7,5,"Krajicek R.","Squillari F.",1093,111,0
"Wimbledon",Outdoor,Grass,7,5,"Kratochvil M.","Davydenko N.",45,84,0
"Wimbledon",Outdoor,Grass,7,5,"Labadze I.","El Aynaoui Y.",86,18,0
"Wimbledon",Outdoor,Grass,7,5,"Lapentti N.","Delgado J.",27,157,0
"Wimbledon",Outdoor,Grass,7,5,"Lee H.T.","Stoliarov A.",97,96,0
"Wimbledon",Outdoor,Grass,7,5,"Ljubicic I.","Delgado R.",36,94,0
"Wimbledon",Outdoor,Grass,7,5,"Lopez F.","Economidis K.",103,238,0
"Wimbledon",Outdoor,Grass,7,5,"Malisse X.","Blanco G.",35,137,0
"Wimbledon",Outdoor,Grass,7,5,"Martin A.","Galvani S.",59,106,0
"Wimbledon",Outdoor,Grass,7,5,"Martin T.","Sanguinetti D.",40,48,0
"Wimbledon",Outdoor,Grass,7,5,"Mathieu P.H.","Clavet F.",75,78,0
"Wimbledon",Outdoor,Grass,7,5,"Morrison J.","Okun N.",98,110,0
"Wimbledon",Outdoor,Grass,7,5,"Nalbandian D.","Sanchez D.",32,62,0
"Wimbledon",Outdoor,Grass,7,5,"Nieminen J.","Mackin A.",42,355,0
"Wimbledon",Outdoor,Grass,7,5,"Novak J.","Meligeni F.",12,60,0
"Wimbledon",Outdoor,Grass,7,5,"Pavel A.","Carlsen K.",21,81,0
"Wimbledon",Outdoor,Grass,7,5,"Philippoussis M.","Boutter J.",104,50,0
"Wimbledon",Outdoor,Grass,7,5,"Rochus O.","Rochus C.",64,85,0
"Wimbledon",Outdoor,Grass,7,5,"Roddick A.","Ulihrach B.",14,52,0
"Wimbledon",Outdoor,Grass,7,5,"Rosset M.","Acasuso J.",115,87,0
"Wimbledon",Outdoor,Grass,7,5,"Rusedski G.","Melzer J.",39,105,0
"Wimbledon",Outdoor,Grass,7,5,"Sa A.","Dupuis A.",90,92,0
"Wimbledon",Outdoor,Grass,7,5,"Safin M.","Pioline C.",2,93,0
"Wimbledon",Outdoor,Grass,7,5,"Sampras P.","Lee M.",13,116,0
"Wimbledon",Outdoor,Grass,7,5,"Santoro F.","Calleri A.",37,56,0
"Wimbledon",Outdoor,Grass,7,5,"Saretta F.","Johansson T.",71,11,0
"Wimbledon",Outdoor,Grass,7,5,"Sargsian S.","Vicente F.",73,55,0
"Wimbledon",Outdoor,Grass,7,5,"Schalken S.","Pless K.",23,82,0
"Wimbledon",Outdoor,Grass,7,5,"Schuettler R.","Arazi H.",24,46,0
"Wimbledon",Outdoor,Grass,7,5,"Sluiter R.","Robredo T.",76,31,0
"Wimbledon",Outdoor,Grass,7,5,"Spadea V.","Larsson M.",72,131,0
"Wimbledon",Outdoor,Grass,7,5,"Srichaphan P.","Brasington J.",67,136,0
"Wimbledon",Outdoor,Grass,7,5,"Stepanek R.","Saulnier C.",147,156,0
"Wimbledon",Outdoor,Grass,7,5,"Thomann N.","Hipfl M.",237,88,0
"Wimbledon",Outdoor,Grass,7,5,"Vacek J.","Golmard J.",80,66,0
"Wimbledon",Outdoor,Grass,7,5,"Voinea A.","Coutelot N.",63,91,0
"Wimbledon",Outdoor,Grass,7,5,"Waske A.","Gaudenzi A.",158,70,0
"Wimbledon",Outdoor,Grass,7,5,"Youzhny M.","Vahaly B.",61,143,0
"Wimbledon",Outdoor,Grass,6,5,"Arthurs W.","Novak J.",89,12,0
"Wimbledon",Outdoor,Grass,6,5,"Bastl G.","Sampras P.",145,13,0
"Wimbledon",Outdoor,Grass,6,5,"Clement A.","Martin T.",38,40,0
"Wimbledon",Outdoor,Grass,6,5,"Dent T.","Gambill J.M.",109,58,0
"Wimbledon",Outdoor,Grass,6,5,"Escude N.","Rosset M.",33,115,0
"Wimbledon",Outdoor,Grass,6,5,"Ferreira W.","Ljubicic I.",51,36,0
"Wimbledon",Outdoor,Grass,6,5,"Henman T.","Draper S.",5,230,0
"Wimbledon",Outdoor,Grass,6,5,"Hewitt L.","Carraz G.",1,168,0
"Wimbledon",Outdoor,Grass,6,5,"Kafelnikov Y.","Thomann N.",6,237,0
"Wimbledon",Outdoor,Grass,6,5,"Kiefer N.","Gonzalez F.",54,43,0
"Wimbledon",Outdoor,Grass,6,5,"Knowle J.","Nieminen J.",95,42,0
"Wimbledon",Outdoor,Grass,6,5,"Krajicek R.","Blake J.",1093,34,0
"Wimbledon",Outdoor,Grass,6,5,"Kratochvil M.","Labadze I.",45,86,0
"Wimbledon",Outdoor,Grass,6,5,"Lapentti N.","Cowan B.",27,251,0
"Wimbledon",Outdoor,Grass,6,5,"Lopez F.","Canas G.",103,17,0
"Wimbledon",Outdoor,Grass,6,5,"Malisse X.","Spadea V.",35,72,0
"Wimbledon",Outdoor,Grass,6,5,"Morrison J.","Ferrero J.C.",98,8,0
"Wimbledon",Outdoor,Grass,6,5,"Nalbandian D.","Mathieu P.H.",32,75,0
"Wimbledon",Outdoor,Grass,6,5,"Pavel A.","Beck K.",21,210,0
"Wimbledon",Outdoor,Grass,6,5,"Philippoussis M.","Enqvist T.",104,26,0
"Wimbledon",Outdoor,Grass,6,5,"Rochus O.","Safin M.",64,2,0
"Wimbledon",Outdoor,Grass,6,5,"Roddick A.","Martin A.",14,59,0
"Wimbledon",Outdoor,Grass,6,5,"Rusedski G.","Lee H.T.",39,97,0
"Wimbledon",Outdoor,Grass,6,5,"Sa A.","Koubek S.",90,41,0
"Wimbledon",Outdoor,Grass,6,5,"Saretta F.","Waske A.",71,158,0
"Wimbledon",Outdoor,Grass,6,5,"Schalken S.","Chang M.",23,99,0
"Wimbledon",Outdoor,Grass,6,5,"Schuettler R.","Sargsian S.",24,73,0
"Wimbledon",Outdoor,Grass,6,5,"Srichaphan P.","Agassi A.",67,4,0
"Wimbledon",Outdoor,Grass,6,5,"Stepanek R.","Sluiter R.",147,76,0
"Wimbledon",Outdoor,Grass,6,5,"Vacek J.","Ancic M.",80,154,0
"Wimbledon",Outdoor,Grass,6,5,"Voinea A.","Santoro F.",63,37,0
"Wimbledon",Outdoor,Grass,6,5,"Youzhny M.","Gaudio G.",61,28,0
"Wimbledon",Outdoor,Grass,5,5,"Arthurs W.","Dent T.",89,109,0
"Wimbledon",Outdoor,Grass,5,5,"Clement A.","Rochus O.",38,64,0
"Wimbledon",Outdoor,Grass,5,5,"Henman T.","Ferreira W.",5,51,0
"Wimbledon",Outdoor,Grass,5,5,"Hewitt L.","Knowle J.",1,95,0
"Wimbledon",Outdoor,Grass,5,5,"Krajicek R.","Srichaphan P.",1093,67,0
"Wimbledon",Outdoor,Grass,5,5,"Kratochvil M.","Stepanek R.",45,147,0
"Wimbledon",Outdoor,Grass,5,5,"Lapentti N.","Pavel A.",27,21,0
"Wimbledon",Outdoor,Grass,5,5,"Lopez F.","Schuettler R.",103,24,0
"Wimbledon",Outdoor,Grass,5,5,"Malisse X.","Kafelnikov Y.",35,6,0
"Wimbledon",Outdoor,Grass,5,5,"Nalbandian D.","Bastl G.",32,145,0
"Wimbledon",Outdoor,Grass,5,5,"Philippoussis M.","Kiefer N.",104,54,0
"Wimbledon",Outdoor,Grass,5,5,"Rusedski G.","Roddick A.",39,14,0
"Wimbledon",Outdoor,Grass,5,5,"Sa A.","Saretta F.",90,71,0
"Wimbledon",Outdoor,Grass,5,5,"Schalken S.","Morrison J.",23,98,0
"Wimbledon",Outdoor,Grass,5,5,"Vacek J.","Voinea A.",80,63,0
"Wimbledon",Outdoor,Grass,5,5,"Youzhny M.","Escude N.",61,33,0
"Wimbledon",Outdoor,Grass,4,5,"Henman T.","Kratochvil M.",5,45,0
"Wimbledon",Outdoor,Grass,4,5,"Hewitt L.","Youzhny M.",1,61,0
"Wimbledon",Outdoor,Grass,4,5,"Krajicek R.","Philippoussis M.",1093,104,0
"Wimbledon",Outdoor,Grass,4,5,"Lapentti N.","Clement A.",27,38,0
"Wimbledon",Outdoor,Grass,4,5,"Malisse X.","Rusedski G.",35,39,0
"Wimbledon",Outdoor,Grass,4,5,"Nalbandian D.","Arthurs W.",32,89,0
"Wimbledon",Outdoor,Grass,4,5,"Sa A.","Lopez F.",90,103,0
"Wimbledon",Outdoor,Grass,4,5,"Schalken S.","Vacek J.",23,80,0
"Wimbledon",Outdoor,Grass,3,5,"Henman T.","Sa A.",5,90,0
"Wimbledon",Outdoor,Grass,3,5,"Hewitt L.","Schalken S.",1,23,0
"Wimbledon",Outdoor,Grass,3,5,"Malisse X.","Krajicek R.",35,1093,0
"Wimbledon",Outdoor,Grass,3,5,"Nalbandian D.","Lapentti N.",32,27,0
"Wimbledon",Outdoor,Grass,2,5,"Hewitt L.","Henman T.",1,5,0
"Wimbledon",Outdoor,Grass,2,5,"Nalbandian D.","Malisse X.",32,35,0
"Wimbledon",Outdoor,Grass,1,5,"Hewitt L.","Nalbandian D.",1,32,0
"Swedish Open",Outdoor,Clay,7,3,"Calleri A.","Nieminen J.",56,41,0
"Swedish Open",Outdoor,Clay,7,3,"Canas G.","Vinciguerra A.",17,89,0
"Swedish Open",Outdoor,Clay,7,3,"Coutelot N.","Prpic F.",105,642,0
"Swedish Open",Outdoor,Clay,7,3,"Davydenko N.","Rochus C.",95,103,0
"Swedish Open",Outdoor,Clay,7,3,"El Aynaoui Y.","Burgsmuller L.",18,114,0
"Swedish Open",Outdoor,Clay,7,3,"Fraile G.","Gaudenzi A.",231,73,0
"Swedish Open",Outdoor,Clay,7,3,"Gonzalez F.","Larsson M.",42,160,0
"Swedish Open",Outdoor,Clay,7,3,"Hrbaty D.","di Pasquale A.",52,150,0
"Swedish Open",Outdoor,Clay,7,3,"Labadze I.","Hanescu V.",90,190,0
"Swedish Open",Outdoor,Clay,7,3,"Montanes A.","Vacek J.",57,67,0
"Swedish Open",Outdoor,Clay,7,3,"Moya C.","Rochus O.",21,60,0
"Swedish Open",Outdoor,Clay,7,3,"Norman M.","Bjorkman J.",159,49,0
"Swedish Open",Outdoor,Clay,7,3,"Portas A.","Vicente F.",71,54,0
"Swedish Open",Outdoor,Clay,7,3,"Robredo T.","Pless K.",31,87,0
"Swedish Open",Outdoor,Clay,7,3,"Ulihrach B.","Spadea V.",50,72,0
"Swedish Open",Outdoor,Clay,7,3,"Zabaleta M.","Soderling R.",43,268,0
"Swedish Open",Outdoor,Clay,6,3,"Calleri A.","Coutelot N.",56,105,0
"Swedish Open",Outdoor,Clay,6,3,"Canas G.","Montanes A.",17,57,0
"Swedish Open",Outdoor,Clay,6,3,"Davydenko N.","Gonzalez F.",95,42,0
"Swedish Open",Outdoor,Clay,6,3,"El Aynaoui Y.","Ulihrach B.",18,50,0
"Swedish Open",Outdoor,Clay,6,3,"Moya C.","Labadze I.",21,90,0
"Swedish Open",Outdoor,Clay,6,3,"Norman M.","Hrbaty D.",159,52,0
"Swedish Open",Outdoor,Clay,6,3,"Portas A.","Zabaleta M.",71,43,0
"Swedish Open",Outdoor,Clay,6,3,"Robredo T.","Fraile G.",31,231,0
"Swedish Open",Outdoor,Clay,3,3,"Calleri A.","Canas G.",56,17,0
"Swedish Open",Outdoor,Clay,3,3,"El Aynaoui Y.","Portas A.",18,71,0
"Swedish Open",Outdoor,Clay,3,3,"Moya C.","Davydenko N.",21,95,0
"Swedish Open",Outdoor,Clay,3,3,"Robredo T.","Norman M.",31,159,0
"Swedish Open",Outdoor,Clay,2,3,"El Aynaoui Y.","Robredo T.",18,31,0
"Swedish Open",Outdoor,Clay,2,3,"Moya C.","Calleri A.",21,56,0
"Swedish Open",Outdoor,Clay,1,3,"Moya C.","El Aynaoui Y.",21,18,0
"Gstaad Open",Outdoor,Clay,7,3,"Blanco G.","Wassen R.",140,287,0
"Gstaad Open",Outdoor,Clay,7,3,"Corretja A.","Meligeni F.",28,65,0
"Gstaad Open",Outdoor,Clay,7,3,"Federer R.","Arazi H.",11,46,0
"Gstaad Open",Outdoor,Clay,7,3,"Ferrero J.C.","Martin A.",8,55,0
"Gstaad Open",Outdoor,Clay,7,3,"Gaudio G.","Squillari F.",27,113,0
"Gstaad Open",Outdoor,Clay,7,3,"Koubek S.","Todero N.",39,332,0
"Gstaad Open",Outdoor,Clay,7,3,"Kucera K.","Heuberger I.",76,131,0
"Gstaad Open",Outdoor,Clay,7,3,"Ljubicic I.","Chela J.I.",34,26,0
"Gstaad Open",Outdoor,Clay,7,3,"Mantilla F.","Voinea A.",51,58,0
"Gstaad Open",Outdoor,Clay,7,3,"Mathieu P.H.","Costa A.",75,7,0
"Gstaad Open",Outdoor,Clay,7,3,"Pavel A.","Nalbandian D.",19,15,0
"Gstaad Open",Outdoor,Clay,7,3,"Rosset M.","Bastl G.",102,106,0
"Gstaad Open",Outdoor,Clay,7,3,"Sanchez D.","Dupuis A.",63,97,0
"Gstaad Open",Outdoor,Clay,7,3,"Savolt A.","Lapentti N.",79,20,0
"Gstaad Open",Outdoor,Clay,7,3,"Stepanek R.","Clavet F.",110,81,0
"Gstaad Open",Outdoor,Clay,7,3,"Youzhny M.","Kratochvil M.",62,35,0
"Gstaad Open",Outdoor,Clay,6,3,"Blanco G.","Mathieu P.H.",140,75,0
"Gstaad Open",Outdoor,Clay,6,3,"Corretja A.","Mantilla F.",28,51,0
"Gstaad Open",Outdoor,Clay,6,3,"Gaudio G.","Youzhny M.",27,62,0
"Gstaad Open",Outdoor,Clay,6,3,"Ljubicic I.","Koubek S.",34,39,0
"Gstaad Open",Outdoor,Clay,6,3,"Rosset M.","Pavel A.",102,19,0
"Gstaad Open",Outdoor,Clay,6,3,"Sanchez D.","Ferrero J.C.",63,8,0
"Gstaad Open",Outdoor,Clay,6,3,"Savolt A.","Kucera K.",79,76,0
"Gstaad Open",Outdoor,Clay,6,3,"Stepanek R.","Federer R.",110,11,0
"Gstaad Open",Outdoor,Clay,3,3,"Corretja A.","Sanchez D.",28,63,0
"Gstaad Open",Outdoor,Clay,3,3,"Gaudio G.","Rosset M.",27,102,0
"Gstaad Open",Outdoor,Clay,3,3,"Ljubicic I.","Blanco G.",34,140,0
"Gstaad Open",Outdoor,Clay,3,3,"Stepanek R.","Savolt A.",110,79,0
"Gstaad Open",Outdoor,Clay,2,3,"Corretja A.","Stepanek R.",28,110,0
"Gstaad Open",Outdoor,Clay,2,3,"Gaudio G.","Ljubicic I.",27,34,0
"Gstaad Open",Outdoor,Clay,1,5,"Corretja A.","Gaudio G.",28,27,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Blake J.","Trifu G.",32,161,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Blake T.","Kim A.",381,116,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Dent T.","Ancic M.",96,142,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Erlich J.","Melzer J.",599,99,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Fish M.","Allegro Y.",143,298,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Fukarek O.","Massa E.",132,107,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Gimelstob J.","Ellwood B.",158,827,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Ginepri R.","Mamiit C.",124,109,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Knowle J.","Vassallo-Arguello M.",88,125,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Kohlmann M.","Simoni A.",118,138,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Lee M.","Arthurs W.",127,70,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Llodra M.","Delgado J.",111,175,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Morrison J.","Godwin N.",85,117,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Okun N.","Kennedy A.",130,677,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Popp A.","Pretzsch A.",100,134,0
"Hall of Fame Championships",Outdoor,Grass,7,3,"Vahaly B.","Norman D.",141,121,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Blake J.","Fukarek O.",32,132,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Dent T.","Morrison J.",96,85,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Fish M.","Knowle J.",143,88,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Gimelstob J.","Erlich J.",158,599,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Ginepri R.","Okun N.",124,130,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Lee M.","Blake T.",127,381,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Llodra M.","Vahaly B.",111,141,0
"Hall of Fame Championships",Outdoor,Grass,6,3,"Popp A.","Kohlmann M.",100,118,0
"Hall of Fame Championships",Outdoor,Grass,3,3,"Blake J.","Gimelstob J.",32,158,0
"Hall of Fame Championships",Outdoor,Grass,3,3,"Dent T.","Popp A.",96,100,0
"Hall of Fame Championships",Outdoor,Grass,3,3,"Ginepri R.","Lee M.",124,127,0
"Hall of Fame Championships",Outdoor,Grass,3,3,"Llodra M.","Fish M.",111,143,0
"Hall of Fame Championships",Outdoor,Grass,2,3,"Blake J.","Llodra M.",32,111,0
"Hall of Fame Championships",Outdoor,Grass,2,3,"Dent T.","Ginepri R.",96,124,0
"Hall of Fame Championships",Outdoor,Grass,1,3,"Dent T.","Blake J.",96,32,0
"Energis Open",Outdoor,Clay,7,3,"Acasuso J.","Russell M.",93,167,0
"Energis Open",Outdoor,Clay,7,3,"Balcells J.","Gonzalez F.",123,42,0
"Energis Open",Outdoor,Clay,7,3,"Chela J.I.","Vinciguerra A.",28,91,0
"Energis Open",Outdoor,Clay,7,3,"Corretja A.","Simoni A.",26,137,0
"Energis Open",Outdoor,Clay,7,3,"Costa A.","Ogorodov O.",7,116,0
"Energis Open",Outdoor,Clay,7,3,"Gaudio G.","Davydenko N.",24,90,0
"Energis Open",Outdoor,Clay,7,3,"Kohlmann M.","Soderling R.",111,256,0
"Energis Open",Outdoor,Clay,7,3,"Nieminen J.","Labadze I.",41,88,0
"Energis Open",Outdoor,Clay,7,3,"Norman M.","Rosset M.",177,94,0
"Energis Open",Outdoor,Clay,7,3,"Pless K.","Siemerink J.",87,254,0
"Energis Open",Outdoor,Clay,7,3,"Rochus C.","Heuberger I.",120,130,0
"Energis Open",Outdoor,Clay,7,3,"Sa A.","Rochus O.",64,60,0
"Energis Open",Outdoor,Clay,7,3,"Saretta F.","Coutelot N.",69,99,0
"Energis Open",Outdoor,Clay,7,3,"Sluiter R.","Stoliarov A.",84,131,0
"Energis Open",Outdoor,Clay,7,3,"van Lottum J.","Zabaleta M.",175,43,0
"Energis Open",Outdoor,Clay,7,3,"Verkerk M.","Prieto S.",108,258,0
"Energis Open",Outdoor,Clay,6,3,"Balcells J.","Saretta F.",123,69,0
"Energis Open",Outdoor,Clay,6,3,"Chela J.I.","Kohlmann M.",28,111,0
"Energis Open",Outdoor,Clay,6,3,"Costa A.","Verkerk M.",7,108,0
"Energis Open",Outdoor,Clay,6,3,"Gaudio G.","Acasuso J.",24,93,0
"Energis Open",Outdoor,Clay,6,3,"Nieminen J.","Norman M.",41,177,0
"Energis Open",Outdoor,Clay,6,3,"Rochus C.","Corretja A.",120,26,0
"Energis Open",Outdoor,Clay,6,3,"Sa A.","Pless K.",64,87,0
"Energis Open",Outdoor,Clay,6,3,"van Lottum J.","Sluiter R.",175,84,0
"Energis Open",Outdoor,Clay,3,3,"Chela J.I.","Balcells J.",28,123,0
"Energis Open",Outdoor,Clay,3,3,"Costa A.","Sa A.",7,64,0
"Energis Open",Outdoor,Clay,3,3,"Gaudio G.","Nieminen J.",24,41,0
"Energis Open",Outdoor,Clay,3,3,"van Lottum J.","Rochus C.",175,120,0
"Energis Open",Outdoor,Clay,2,3,"Chela J.I.","van Lottum J.",28,175,0
"Energis Open",Outdoor,Clay,2,3,"Costa A.","Gaudio G.",7,24,0
"Energis Open",Outdoor,Clay,1,3,"Chela J.I.","Costa A.",28,7,0
"Mercedes Cup",Outdoor,Clay,7,3,"Boutter J.","Varlet J.",48,211,0
"Mercedes Cup",Outdoor,Clay,7,3,"Burgsmuller L.","Phau B.",113,133,0
"Mercedes Cup",Outdoor,Clay,7,3,"Canas G.","Sargsian S.",19,83,0
"Mercedes Cup",Outdoor,Clay,7,3,"El Aynaoui Y.","Sanchez D.",17,58,0
"Mercedes Cup",Outdoor,Clay,7,3,"Kuerten G.","Koubek S.",13,39,0
"Mercedes Cup",Outdoor,Clay,7,3,"Lapentti N.","Gaudenzi A.",21,105,0
"Mercedes Cup",Outdoor,Clay,7,3,"Mantilla F.","Knippschild J.",50,247,0
"Mercedes Cup",Outdoor,Clay,7,3,"Martin A.","Schuettler R.",55,25,0
"Mercedes Cup",Outdoor,Clay,7,3,"Meligeni F.","Savolt A.",65,72,0
"Mercedes Cup",Outdoor,Clay,7,3,"Novak J.","Ramirez Hidalgo R.",15,169,0
"Mercedes Cup",Outdoor,Clay,7,3,"Pavel A.","Hrbaty D.",20,51,0
"Mercedes Cup",Outdoor,Clay,7,3,"Popp A.","Hernych J.",96,240,0
"Mercedes Cup",Outdoor,Clay,7,3,"Robredo T.","Ulihrach B.",29,63,0
"Mercedes Cup",Outdoor,Clay,7,3,"Settergren J.","Clavet F.",227,81,0
"Mercedes Cup",Outdoor,Clay,7,3,"Voinea A.","Dupuis A.",57,100,0
"Mercedes Cup",Outdoor,Clay,7,3,"Youzhny M.","Arazi H.",62,47,0
"Mercedes Cup",Outdoor,Clay,6,3,"Burgsmuller L.","Kuerten G.",113,13,0
"Mercedes Cup",Outdoor,Clay,6,3,"Canas G.","Mantilla F.",19,50,0
"Mercedes Cup",Outdoor,Clay,6,3,"El Aynaoui Y.","Settergren J.",17,227,0
"Mercedes Cup",Outdoor,Clay,6,3,"Martin A.","Voinea A.",55,57,0
"Mercedes Cup",Outdoor,Clay,6,3,"Novak J.","Meligeni F.",15,65,0
"Mercedes Cup",Outdoor,Clay,6,3,"Pavel A.","Boutter J.",20,48,0
"Mercedes Cup",Outdoor,Clay,6,3,"Robredo T.","Popp A.",29,96,0
"Mercedes Cup",Outdoor,Clay,6,3,"Youzhny M.","Lapentti N.",62,21,0
"Mercedes Cup",Outdoor,Clay,3,3,"Burgsmuller L.","Pavel A.",113,20,0
"Mercedes Cup",Outdoor,Clay,3,3,"Canas G.","Martin A.",19,55,0
"Mercedes Cup",Outdoor,Clay,3,3,"Novak J.","Robredo T.",15,29,0
"Mercedes Cup",Outdoor,Clay,3,3,"Youzhny M.","El Aynaoui Y.",62,17,0
"Mercedes Cup",Outdoor,Clay,2,3,"Canas G.","Novak J.",19,15,0
"Mercedes Cup",Outdoor,Clay,2,3,"Youzhny M.","Burgsmuller L.",62,113,0
"Mercedes Cup",Outdoor,Clay,1,5,"Youzhny M.","Canas G.",62,19,0
"Croatia Open",Outdoor,Clay,7,3,"Calleri A.","Lopez F.",46,78,0
"Croatia Open",Outdoor,Clay,7,3,"Coria G.","Blanco G.",82,117,0
"Croatia Open",Outdoor,Clay,7,3,"Ferrer D.","Nalbandian D.",114,14,0
"Croatia Open",Outdoor,Clay,7,3,"Gross O.","Hipfl M.",149,95,0
"Croatia Open",Outdoor,Clay,7,3,"Hanescu V.","Rios M.",185,27,0
"Croatia Open",Outdoor,Clay,7,3,"Horna L.","Montanes A.",79,56,0
"Croatia Open",Outdoor,Clay,7,3,"Krajan Z.","Massa E.",109,107,0
"Croatia Open",Outdoor,Clay,7,3,"Ljubicic I.","Mazarakis V.",33,178,0
"Croatia Open",Outdoor,Clay,7,3,"Lopez M.","Squillari F.",134,125,0
"Croatia Open",Outdoor,Clay,7,3,"Marin J.A.","Galvani S.",147,119,0
"Croatia Open",Outdoor,Clay,7,3,"Massu N.","Vacek J.",74,67,0
"Croatia Open",Outdoor,Clay,7,3,"Mathieu P.H.","Portas A.",80,71,0
"Croatia Open",Outdoor,Clay,7,3,"Melzer J.","Spadea V.",103,76,0
"Croatia Open",Outdoor,Clay,7,3,"Moya C.","Kucera K.",18,75,0
"Croatia Open",Outdoor,Clay,7,3,"Radic M.","Knowle J.",152,86,0
"Croatia Open",Outdoor,Clay,7,3,"Vicente F.","Fukarek O.",53,126,0
"Croatia Open",Outdoor,Clay,6,3,"Coria G.","Massu N.",82,74,0
"Croatia Open",Outdoor,Clay,6,3,"Ferrer D.","Lopez M.",114,134,0
"Croatia Open",Outdoor,Clay,6,3,"Hanescu V.","Marin J.A.",185,147,0
"Croatia Open",Outdoor,Clay,6,3,"Krajan Z.","Horna L.",109,79,0
"Croatia Open",Outdoor,Clay,6,3,"Ljubicic I.","Radic M.",33,152,0
"Croatia Open",Outdoor,Clay,6,3,"Melzer J.","Calleri A.",103,46,0
"Croatia Open",Outdoor,Clay,6,3,"Moya C.","Gross O.",18,149,0
"Croatia Open",Outdoor,Clay,6,3,"Vicente F.","Mathieu P.H.",53,80,0
"Croatia Open",Outdoor,Clay,3,3,"Ferrer D.","Coria G.",114,82,0
"Croatia Open",Outdoor,Clay,3,3,"Krajan Z.","Ljubicic I.",109,33,0
"Croatia Open",Outdoor,Clay,3,3,"Melzer J.","Hanescu V.",103,185,0
"Croatia Open",Outdoor,Clay,3,3,"Moya C.","Vicente F.",18,53,0
"Croatia Open",Outdoor,Clay,2,3,"Ferrer D.","Krajan Z.",114,109,0
"Croatia Open",Outdoor,Clay,2,3,"Moya C.","Melzer J.",18,103,0
"Croatia Open",Outdoor,Clay,1,3,"Moya C.","Ferrer D.",18,114,0
"Generali Open",Outdoor,Clay,7,3,"Coria G.","Ramirez Hidalgo R.",76,169,0
"Generali Open",Outdoor,Clay,7,3,"Davydenko N.","Sargsian S.",93,83,0
"Generali Open",Outdoor,Clay,7,3,"Furlan R.","Wiltschnig H.",161,342,0
"Generali Open",Outdoor,Clay,7,3,"Gaudenzi A.","Coutelot N.",110,103,0
"Generali Open",Outdoor,Clay,7,3,"Hipfl M.","Vicente F.",99,50,0
"Generali Open",Outdoor,Clay,7,3,"Kohlmann M.","Arthurs W.",112,69,0
"Generali Open",Outdoor,Clay,7,3,"Labadze I.","Melzer J.",90,89,0
"Generali Open",Outdoor,Clay,7,3,"Lisnard J.","Burgsmuller L.",127,97,0
"Generali Open",Outdoor,Clay,7,3,"Marin J.A.","Saretta F.",150,67,0
"Generali Open",Outdoor,Clay,7,3,"Martin A.","Marach O.",56,284,0
"Generali Open",Outdoor,Clay,7,3,"Massu N.","Kucera K.",72,73,0
"Generali Open",Outdoor,Clay,7,3,"Meligeni F.","Simoni A.",63,136,0
"Generali Open",Outdoor,Clay,7,3,"Sa A.","Knowle J.",57,87,0
"Generali Open",Outdoor,Clay,7,3,"Schiessling T.","Ulihrach B.",937,62,0
"Generali Open",Outdoor,Clay,7,3,"Verkerk M.","Blanco G.",109,123,0
"Generali Open",Outdoor,Clay,7,3,"Voinea A.","Dupuis A.",65,104,0
