location,tournament,match_date,series,court,surface,round,best_of,winner,loser,wrank,lrank,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,tourney_id,wpts,lpts
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Squillari F.,3,16,4,6,6,2,6,4,1,6,6,0,3.0,2.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Corretja A.,Santoro F.,13,43,6,2,6,3,6,4,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Arthurs W.,18,59,3,6,6,3,6,4,6,2,0,0,3.0,1.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Ferrero J.C.,Enqvist T.,4,14,6,2,6,4,6,2,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Grosjean S.,Blanco G.,10,76,6,3,6,4,6,1,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Canas G.,6,82,3,6,6,7,6,2,6,3,6,3,3.0,2.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Kafelnikov Y.,Robredo T.,7,83,6,3,6,4,1,6,6,4,0,0,3.0,1.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Russell M.,1,122,3,6,4,6,7,6,6,3,6,1,3.0,2.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Corretja A.,Federer R.,13,18,7,5,6,4,7,5,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Hewitt L.,4,6,6,4,6,2,6,1,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Grosjean S.,Agassi A.,10,3,1,6,6,1,6,1,6,3,0,0,3.0,1.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Quarterfinals,5,Kuerten G.,Kafelnikov Y.,1,7,6,1,3,6,7,6,6,4,0,0,3.0,1.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Semifinals,5,Corretja A.,Grosjean S.,13,10,7,6,6,4,6,4,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,Semifinals,5,Kuerten G.,Ferrero J.C.,1,4,6,4,6,4,6,3,0,0,0,0,3.0,0.0,2001-033,,
Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,The Final,5,Kuerten G.,Corretja A.,1,13,6,7,7,5,6,2,6,0,0,0,3.0,1.0,2001-033,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Schalken S.,42,29,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Burgsmuller L.,Saulnier C.,79,145,7,6,6,2,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Escude N.,Nestor D.,32,150,6,1,6,2,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Federer R.,Portas A.,14,23,6,7,6,4,6,2,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Golmard J.,Corretja A.,52,9,6,0,6,2,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Grosjean S.,Black W.,8,155,5,7,6,3,6,1,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Haas T.,Mirnyi M.,21,51,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Johansson T.,Chang M.,19,37,6,2,7,5,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Kafelnikov Y.,Ketola T.,7,213,6,2,4,6,6,2,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Kiefer N.,Clement A.,27,12,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Larsson M.,Calatrava A.,280,47,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Pavel A.,Ulihrach B.,44,38,6,1,6,3,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Prinosil D.,Moya C.,28,22,7,6,7,6,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Rafter P.,Vacek D.,10,1343,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Santoro F.,Popp A.,33,101,6,2,6,3,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,1st Round,3,Schuettler R.,Lapentti N.,54,31,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Bjorkman J.,Kiefer N.,42,27,7,6,6,7,7,6,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Burgsmuller L.,Golmard J.,79,52,4,6,6,4,7,5,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Escude N.,Haas T.,32,21,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Federer R.,Prinosil D.,14,28,7,6,7,5,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Johansson T.,Larsson M.,19,280,7,5,7,5,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Kafelnikov Y.,Schuettler R.,7,54,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Rafter P.,Pavel A.,10,44,6,3,6,3,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,2nd Round,3,Santoro F.,Grosjean S.,33,8,7,5,7,5,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Johansson T.,Bjorkman J.,19,42,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Kafelnikov Y.,Escude N.,7,32,6,7,7,6,7,6,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Rafter P.,Federer R.,10,14,4,6,7,6,7,6,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Santoro F.,Burgsmuller L.,33,79,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,Semifinals,3,Johansson T.,Kafelnikov Y.,19,7,6,3,5,7,6,2,0,0,0,0,2.0,1.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,Semifinals,3,Santoro F.,Rafter P.,33,10,7,5,6,4,0,0,0,0,0,0,2.0,0.0,2001-034,,
Halle,Gerry Weber Open,2001-06-11,International,Outdoor,Grass,The Final,3,Johansson T.,Santoro F.,19,33,6,3,6,7,6,2,0,0,0,0,2.0,1.0,2001-034,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Arthurs W.,Dupuis A.,48,73,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Black B.,Kratochvil M.,64,77,6,3,7,5,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Caratti C.,Ivanisevic G.,194,124,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Delgado J.,Damm M.,196,129,6,1,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Elseneer G.,Kempes E.,361,112,7,5,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Gimelstob J.,Mamiit C.,106,108,6,1,7,6,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Gustafsson M.,Childs L.,55,343,7,6,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Knippschild J.,Davydenko N.,93,105,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Kucera K.,Okun N.,103,224,7,6,7,6,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Lareau S.,Levy H.,121,40,7,6,3,6,6,1,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Malisse X.,Dent T.,56,147,7,6,6,1,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Pioline C.,Bastl G.,70,118,6,3,7,6,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Pozzi G.,Woodruff C.,60,97,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Rochus O.,Stoliarov A.,62,92,6,2,7,5,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Rusedski G.,Parmar A.,46,193,7,6,1,6,6,2,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Sa A.,Vinciguerra A.,116,41,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Sargsian S.,Carlsen K.,123,NR,2,6,6,3,7,5,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Siemerink J.,Sanguinetti D.,85,58,6,3,7,6,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Simoni A.,Rosset M.,109,76,7,5,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Sluiter R.,Llodra M.,107,114,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Srichaphan P.,Erlich J.,131,548,7,6,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Wessels P.,Lee M.,102,141,6,2,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Woodbridge T.,Vinck C.,225,120,6,2,4,6,6,3,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,1st Round,3,Youzhny M.,Roddick A.,84,43,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Arthurs W.,Simoni A.,48,109,6,2,6,1,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Black B.,Pioline C.,64,70,6,4,7,6,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Elseneer G.,Lareau S.,361,121,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Ferreira W.,Kucera K.,16,103,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Gambill J.M.,Gimelstob J.,15,106,6,3,7,5,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Henman T.,Caratti C.,11,194,6,3,6,1,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Hewitt L.,Malisse X.,6,56,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Rusedski G.,Delgado J.,46,196,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Safin M.,Knippschild J.,3,93,4,6,7,6,6,2,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Sampras P.,Rochus O.,4,62,6,1,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Siemerink J.,Pozzi G.,85,60,3,6,6,3,7,5,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Sluiter R.,Youzhny M.,107,84,6,4,2,6,6,4,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Srichaphan P.,Sa A.,131,116,7,6,6,1,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Voltchkov V.,Sargsian S.,30,123,6,1,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Wessels P.,Gustafsson M.,102,55,7,5,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,2nd Round,3,Woodbridge T.,Enqvist T.,225,13,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Ferreira W.,Sluiter R.,16,107,6,3,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Gambill J.M.,Elseneer G.,15,361,6,4,4,6,6,3,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Henman T.,Arthurs W.,11,48,6,7,7,6,7,6,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Hewitt L.,Black B.,6,64,6,3,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Rusedski G.,Voltchkov V.,46,30,6,2,6,2,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Sampras P.,Siemerink J.,4,85,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Srichaphan P.,Woodbridge T.,131,225,6,4,3,6,6,2,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,3rd Round,3,Wessels P.,Safin M.,102,3,4,6,6,4,7,6,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Ferreira W.,Wessels P.,16,102,6,3,7,5,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Henman T.,Srichaphan P.,11,131,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Hewitt L.,Rusedski G.,6,46,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,Quarterfinals,3,Sampras P.,Gambill J.M.,4,15,7,6,7,5,0,0,0,0,0,0,2.0,0.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,Semifinals,3,Henman T.,Ferreira W.,11,16,5,7,6,4,6,2,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,Semifinals,3,Hewitt L.,Sampras P.,6,4,3,6,6,3,6,2,0,0,0,0,2.0,1.0,2001-035,,
Queens Club,Stella Artois,2001-06-11,International,Outdoor,Grass,The Final,3,Hewitt L.,Henman T.,6,11,7,6,7,6,0,0,0,0,0,0,2.0,0.0,2001-035,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Arthurs W.,Sargsian S.,48,123,6,3,3,6,7,5,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Ljubicic I.,37,73,7,5,7,5,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Black B.,Prinosil D.,60,46,6,3,6,1,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Delgado J.,Tarango J.,189,172,2,6,7,6,6,3,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Ferreira W.,Koubek S.,17,84,6,4,6,2,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Hipfl M.,Pozzi G.,90,70,3,6,7,6,6,4,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Johansson T.,Rochus C.,16,80,6,2,6,2,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Kratochvil M.,Martin A.,78,35,6,0,6,4,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Lee M.,Childs L.,147,325,6,4,5,7,6,0,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Levy H.,Lee H.T.,38,64,6,7,6,2,6,2,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Parmar A.,Stark J.,197,1014,6,4,3,6,6,3,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Roddick A.,Rosset M.,40,77,6,7,7,5,6,4,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Rusedski G.,Gambill J.M.,42,14,7,6,7,6,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Schuettler R.,Pless K.,52,100,6,3,6,1,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Stoliarov A.,Balcells J.,93,62,6,1,6,1,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,1st Round,3,Youzhny M.,Cowan B.,85,248,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Arthurs W.,Bjorkman J.,48,37,3,6,6,4,6,4,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Ferreira W.,Youzhny M.,17,85,6,1,6,7,6,3,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Johansson T.,Stoliarov A.,16,93,7,5,6,0,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Kratochvil M.,Hipfl M.,78,90,6,0,4,2,0,0,0,0,0,0,1.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Lee M.,Parmar A.,147,197,6,4,6,3,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Levy H.,Delgado J.,38,189,6,7,6,3,6,1,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Roddick A.,Black B.,40,60,6,4,7,6,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,2nd Round,3,Rusedski G.,Schuettler R.,42,52,7,6,4,6,7,6,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,Quarterfinals,3,Johansson T.,Arthurs W.,16,48,7,6,7,6,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,Quarterfinals,3,Levy H.,Ferreira W.,38,17,6,2,6,4,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,Quarterfinals,3,Roddick A.,Kratochvil M.,40,78,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,Quarterfinals,3,Rusedski G.,Lee M.,42,147,6,3,6,2,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,Semifinals,3,Johansson T.,Rusedski G.,16,42,7,6,6,3,0,0,0,0,0,0,2.0,0.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,Semifinals,3,Levy H.,Roddick A.,38,40,7,6,5,7,6,3,0,0,0,0,2.0,1.0,2001-036,,
Nottingham,Nottingham Open,2001-06-18,International,Outdoor,Grass,The Final,3,Johansson T.,Levy H.,16,38,7,5,6,3,0,0,0,0,0,0,2.0,0.0,2001-036,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Allegro Y.,Ilie A.,310,65,6,7,6,1,6,1,0,0,0,0,2.0,1.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Arazi H.,Petrovic D.,27,318,6,3,6,2,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Canas G.,Capalik K.,61,415,6,3,6,3,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Elseneer G.,Voltchkov V.,323,30,5,7,7,5,6,0,0,0,0,0,2.0,1.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Escude N.,Hrbaty D.,31,20,4,6,7,6,6,3,0,0,0,0,2.0,1.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Federer R.,Dupuis A.,15,68,7,6,6,4,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Gustafsson M.,van Scheppingen D.,54,175,7,5,6,3,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Hewitt L.,Sanguinetti D.,6,67,6,2,6,1,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Ivanisevic G.,Mirnyi M.,128,51,7,6,7,6,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Malisse X.,Clement A.,56,12,6,4,6,4,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Robredo T.,Rochus O.,69,63,6,4,6,1,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Schalken S.,Siemerink J.,28,83,6,3,6,4,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,Sluiter R.,Golmard J.,107,50,6,0,6,4,0,0,0,0,0,0,2.0,0.0,2001-037,,
's-Hertogenbosch,Heineken Trophy,2001-06-18,International,Outdoor,Grass,1st Round,3,van Lottum J.,Damm M.,193,125,7,5,7,6,0,0,0,0,0,0,2.0,0.0,2001-037,,
