court,round,best_of,player0,player1,winner
Indoor,7,3,42,73,player1
Indoor,7,3,144,46,player1
Indoor,7,3,138,55,player1
Indoor,7,3,40,88,player1
Indoor,7,3,127,47,player1
Indoor,7,3,49,134,player1
Indoor,7,3,174,1147,player1
Indoor,6,3,82,23,player1
Indoor,6,3,100,73,player1
Indoor,6,3,200,44,player1
Indoor,6,3,69,27,player1
Indoor,6,3,46,55,player1
Indoor,6,3,134,35,player1
Indoor,6,3,1147,13,player1
Indoor,6,3,88,47,player1
Indoor,3,3,44,27,player1
Indoor,3,3,73,23,player1
Indoor,3,3,35,47,player1
Indoor,3,3,55,13,player1
Indoor,2,3,27,23,player1
Indoor,2,3,47,13,player1
Indoor,1,3,23,13,player1
Indoor,7,3,54,61,player1
Indoor,7,3,585,48,player1
Indoor,7,3,149,42,player1
Indoor,7,3,90,44,player1
Indoor,7,3,39,66,player1
Indoor,7,3,93,116,player1
Indoor,7,3,40,174,player1
Indoor,7,3,133,99,player1
Indoor,7,3,36,58,player1
Indoor,7,3,142,71,player1
Indoor,7,3,95,105,player1
Indoor,7,3,62,50,player1
Indoor,6,3,174,44,player1
Indoor,6,3,61,32,player1
Indoor,6,3,105,10,player1
Indoor,6,3,50,48,player1
Indoor,6,3,156,42,player1
Indoor,6,3,58,116,player1
Indoor,6,3,99,7,player1
Indoor,6,3,71,66,player1
Indoor,3,3,42,44,player1
Indoor,3,3,66,10,player1
Indoor,3,3,116,7,player1
Indoor,3,3,48,32,player1
Indoor,2,3,44,10,player1
Indoor,2,3,7,32,player1
Indoor,1,3,32,10,player1
Indoor,7,3,208,129,player1
Indoor,7,3,67,120,player1
Indoor,7,3,75,101,player1
Indoor,7,3,34,49,player1
Indoor,7,3,51,447,player1
Indoor,7,3,46,16,player1
Indoor,7,3,162,85,player1
Indoor,7,3,19,52,player1
Indoor,7,3,26,446,player1
Indoor,7,3,108,47,player1
Indoor,7,3,94,13,player1
Indoor,7,3,84,64,player1
Indoor,6,3,101,52,player1
Indoor,6,3,129,11,player1
Indoor,6,3,120,8,player1
Indoor,6,3,64,16,player1
Indoor,6,3,49,13,player1
Indoor,6,3,446,47,player1
Indoor,6,3,447,12,player1
Indoor,6,3,85,9,player1
Indoor,3,3,16,11,player1
Indoor,3,3,13,8,player1
Indoor,3,3,52,12,player1
Indoor,3,3,47,9,player1
Indoor,2,3,11,8,player1
Indoor,2,3,12,9,player1
Indoor,1,3,9,8,player1
Outdoor,7,3,30,22,player1
Outdoor,7,3,27,4,player1
Outdoor,7,3,86,35,player1
Outdoor,7,3,38,17,player1
Outdoor,7,3,41,15,player1
Outdoor,7,3,29,20,player1
Outdoor,7,3,51,59,player1
Outdoor,7,3,85,24,player1
Outdoor,7,3,19,12,player1
Outdoor,7,3,34,45,player1
Outdoor,7,3,67,9,player1
Outdoor,7,3,6,143,player1
Outdoor,7,3,74,28,player1
Outdoor,7,3,46,8,player1
Outdoor,7,3,90,2,player1
Outdoor,7,3,32,11,player1
Outdoor,6,3,35,15,player1
Outdoor,6,3,22,8,player1
Outdoor,6,3,20,9,player1
Outdoor,6,3,28,4,player1
Outdoor,6,3,143,45,player1
Outdoor,6,3,24,2,player1
Outdoor,6,3,12,59,player1
Outdoor,6,3,17,11,player1
Outdoor,3,3,8,15,player1
Outdoor,3,3,9,4,player1
Outdoor,3,3,45,11,player1
Outdoor,3,3,59,2,player1
Outdoor,2,3,11,4,player1
Outdoor,2,3,2,15,player1
Outdoor,1,3,15,4,player1
Outdoor,7,3,47,71,player1
Outdoor,7,3,43,23,player1
Outdoor,7,3,44,100,player1
Outdoor,7,3,160,13,player1
Outdoor,7,3,237,26,player1
Outdoor,7,3,5,189,player1
Outdoor,7,3,63,39,player1
Outdoor,7,3,176,21,player1
Outdoor,7,3,355,10,player1
Outdoor,7,3,69,42,player1
Outdoor,7,3,56,49,player1
Outdoor,7,3,99,40,player1
Outdoor,7,3,16,98,player1
Outdoor,7,3,52,31,player1
Outdoor,7,3,36,53,player1
Outdoor,7,3,48,7,player1
Outdoor,6,3,71,23,player1
Outdoor,6,3,100,13,player1
Outdoor,6,3,42,26,player1
Outdoor,6,3,39,189,player1
Outdoor,6,3,40,21,player1
Outdoor,6,3,53,7,player1
Outdoor,6,3,31,98,player1
Outdoor,6,3,10,49,player1
Outdoor,3,3,189,26,player1
Outdoor,3,3,21,49,player1
Outdoor,3,3,98,7,player1
Outdoor,3,3,23,13,player1
Outdoor,2,3,26,49,player1
Outdoor,2,3,13,7,player1
Outdoor,1,3,49,7,player1
Outdoor,7,3,47,36,player1
Outdoor,7,3,44,393,player1
Outdoor,7,3,51,41,player1
Outdoor,7,3,40,116,player1
Outdoor,7,3,83,53,player1
Outdoor,7,3,30,26,player1
Outdoor,7,3,129,15,player1
Outdoor,7,3,78,79,player1
Outdoor,7,3,121,22,player1
Outdoor,7,3,57,19,player1
Outdoor,7,3,52,99,player1
Outdoor,7,3,67,12,player1
Outdoor,7,3,21,16,player1
Outdoor,7,3,541,86,player1
Outdoor,7,3,80,66,player1
Outdoor,7,3,38,18,player1
Outdoor,7,3,34,43,player1
Outdoor,7,3,42,23,player1
Outdoor,7,3,24,29,player1
Outdoor,7,3,33,37,player1
Outdoor,7,3,27,11,player1
Outdoor,7,3,13,20,player1
Outdoor,7,3,35,14,player1
Outdoor,7,3,28,31,player1
Outdoor,6,3,116,8,player1
Outdoor,6,3,36,16,player1
Outdoor,6,3,53,12,player1
Outdoor,6,3,6,22,player1
Outdoor,6,3,18,99,player1
Outdoor,6,3,23,14,player1
Outdoor,6,3,86,20,player1
Outdoor,6,3,79,15,player1
Outdoor,6,3,19,41,player1
Outdoor,6,3,29,11,player1
Outdoor,6,3,5,43,player1
Outdoor,6,3,9,37,player1
Outdoor,6,3,26,2,player1
Outdoor,6,3,393,7,player1
Outdoor,6,3,31,10,player1
Outdoor,6,3,66,4,player1
Outdoor,5,3,12,8,player1
Outdoor,5,3,22,16,player1
Outdoor,5,3,7,11,player1
Outdoor,5,3,14,37,player1
Outdoor,5,3,43,41,player1
Outdoor,5,3,99,4,player1
Outdoor,5,3,20,10,player1
Outdoor,5,3,15,2,player1
Outdoor,3,3,16,8,player1
Outdoor,3,3,11,41,player1
Outdoor,3,3,10,4,player1
Outdoor,3,3,37,2,player1
Outdoor,2,3,4,8,player1
Outdoor,2,3,41,2,player1
Outdoor,1,3,2,8,player1
Indoor,7,3,85,105,player1
Indoor,7,3,54,30,player1
Indoor,7,3,102,52,player1
Indoor,7,3,396,70,player1
Indoor,7,3,57,157,player1
Indoor,7,3,1156,110,player1
Indoor,7,3,31,91,player1
Indoor,7,3,65,84,player1
Indoor,7,3,55,46,player1
Indoor,7,3,198,50,player1
Indoor,7,3,53,61,player1
Indoor,7,3,104,78,player1
Indoor,7,3,41,92,player1
Indoor,7,3,103,190,player1
Indoor,7,3,107,51,player1
Indoor,7,3,6,76,player1
Indoor,6,3,105,52,player1
Indoor,6,3,70,30,player1
Indoor,6,3,50,110,player1
Indoor,6,3,91,157,player1
Indoor,6,3,78,92,player1
Indoor,6,3,84,46,player1
Indoor,6,3,61,190,player1
Indoor,6,3,76,51,player1
Indoor,3,3,92,46,player1
Indoor,3,3,52,157,player1
Indoor,3,3,51,190,player1
Indoor,3,3,110,30,player1
Indoor,2,3,190,46,player1
Indoor,2,3,157,30,player1
Indoor,1,3,46,30,player1
Indoor,7,3,38,59,player1
Indoor,7,3,62,29,player1
Indoor,7,3,121,49,player1
Indoor,7,3,40,71,player1
Indoor,7,3,83,511,player1
Indoor,7,3,37,138,player1
Indoor,7,3,549,140,player1
Indoor,7,3,296,45,player1
Indoor,7,3,256,87,player1
Indoor,7,3,73,86,player1
Indoor,7,3,310,120,player1
Indoor,7,3,111,48,player1
Indoor,7,3,93,34,player1
Indoor,7,3,68,17,player1
Indoor,7,3,21,66,player1
Indoor,7,3,224,10,player1
Indoor,6,3,59,49,player1
Indoor,6,3,71,45,player1
Indoor,6,3,29,511,player1
Indoor,6,3,34,87,player1
Indoor,6,3,140,138,player1
Indoor,6,3,86,66,player1
Indoor,6,3,48,10,player1
Indoor,6,3,17,120,player1
Indoor,3,3,120,87,player1
Indoor,3,3,511,45,player1
Indoor,3,3,49,10,player1
Indoor,3,3,138,66,player1
Indoor,2,3,45,87,player1
Indoor,2,3,10,66,player1
Indoor,1,3,87,66,player1
Indoor,7,3,137,30,player1
Indoor,7,3,117,51,player1
Indoor,7,3,91,67,player1
Indoor,7,3,675,63,player1
Indoor,7,3,59,123,player1
Indoor,7,3,155,107,player1
Indoor,7,3,97,204,player1
Indoor,7,3,53,36,player1
Indoor,7,3,64,29,player1
Indoor,7,3,86,44,player1
Indoor,7,3,87,8,player1
Indoor,7,3,73,119,player1
Indoor,7,3,247,62,player1
Indoor,7,3,66,33,player1
Indoor,7,3,711,98,player1
Indoor,7,3,72,12,player1
Indoor,6,3,123,51,player1
Indoor,6,3,36,67,player1
Indoor,6,3,98,29,player1
Indoor,6,3,33,63,player1
Indoor,6,3,30,107,player1
Indoor,6,3,44,119,player1
Indoor,6,3,62,8,player1
Indoor,6,3,204,12,player1
Indoor,3,3,67,29,player1
Indoor,3,3,63,107,player1
Indoor,3,3,51,12,player1
Indoor,3,3,8,119,player1
Indoor,2,3,119,29,player1
Indoor,2,3,12,107,player1
Indoor,1,3,107,29,player1
Indoor,7,3,65,100,player1
Indoor,7,3,102,37,player1
Indoor,7,3,31,81,player1
Indoor,7,3,1216,110,player1
Indoor,7,3,89,101,player1
Indoor,7,3,88,139,player1
Indoor,7,3,68,38,player1
Indoor,7,3,56,150,player1
Indoor,7,3,218,54,player1
Indoor,7,3,79,193,player1
Indoor,7,3,322,32,player1
Indoor,7,3,143,353,player1
Indoor,7,3,50,93,player1
Indoor,7,3,49,103,player1
Indoor,7,3,139,25,player1
Indoor,7,3,69,77,player1
Indoor,6,3,81,110,player1
Indoor,6,3,150,37,player1
Indoor,6,3,32,100,player1
Indoor,6,3,139,54,player1
Indoor,6,3,193,93,player1
Indoor,6,3,353,103,player1
Indoor,6,3,25,101,player1
Indoor,6,3,38,77,player1
Indoor,3,3,110,93,player1
Indoor,3,3,100,54,player1
Indoor,3,3,101,77,player1
Indoor,3,3,37,103,player1
Indoor,2,3,77,93,player1
Indoor,2,3,103,54,player1
Indoor,1,3,54,93,player1
Indoor,7,3,80,125,player1
Indoor,7,3,61,106,player1
Indoor,7,3,159,84,player1
Indoor,7,3,83,28,player1
Indoor,7,3,114,70,player1
Indoor,7,3,134,133,player1
Indoor,7,3,184,45,player1
Indoor,7,3,203,24,player1
Indoor,7,3,112,14,player1
Indoor,7,3,71,35,player1
Indoor,7,3,52,113,player1
Indoor,7,3,95,13,player1
Indoor,7,3,152,166,player1
Indoor,7,3,39,46,player1
Indoor,7,3,47,15,player1
Indoor,7,3,116,55,player1
Indoor,6,3,106,24,player1
Indoor,6,3,84,28,player1
Indoor,6,3,70,14,player1
Indoor,6,3,125,13,player1
Indoor,6,3,55,45,player1
Indoor,6,3,113,15,player1
Indoor,6,3,166,35,player1
Indoor,6,3,133,46,player1
Indoor,3,3,28,24,player1
Indoor,3,3,45,13,player1
Indoor,3,3,14,35,player1
Indoor,3,3,15,46,player1
Indoor,2,3,46,35,player1
Indoor,2,3,24,13,player1
Indoor,1,3,13,35,player1
Indoor,7,3,38,71,player1
Indoor,7,3,148,51,player1
Indoor,7,3,61,1,player1
Indoor,7,3,85,14,player1
Indoor,7,3,80,59,player1
Indoor,7,3,26,73,player1
Indoor,7,3,94,58,player1
Indoor,7,3,43,29,player1
Indoor,7,3,33,3,player1
Indoor,7,3,48,122,player1
Indoor,7,3,74,167,player1
Indoor,7,3,76,13,player1
Indoor,7,3,42,57,player1
Indoor,7,3,41,31,player1
Indoor,7,3,25,21,player1
Indoor,7,3,11,40,player1
Indoor,6,3,71,14,player1
Indoor,6,3,51,1,player1
Indoor,6,3,167,73,player1
Indoor,6,3,31,58,player1
Indoor,6,3,59,3,player1
Indoor,6,3,29,13,player1
Indoor,6,3,40,57,player1
Indoor,6,3,122,21,player1
Indoor,3,3,13,14,player1
Indoor,3,3,21,3,player1
Indoor,3,3,57,73,player1
Indoor,3,3,58,1,player1
Indoor,2,3,14,3,player1
Indoor,2,3,73,1,player1
Indoor,1,3,1,3,player1
Indoor,7,3,315,34,player1
Indoor,7,3,32,19,player1
Indoor,7,3,56,47,player1
Indoor,7,3,98,7,player1
Indoor,7,3,81,12,player1
Indoor,7,3,82,16,player1
Indoor,7,3,72,30,player1
Indoor,7,3,27,18,player1
Indoor,7,3,35,64,player1
Indoor,7,3,22,50,player1
Indoor,7,3,77,4,player1
Indoor,7,3,88,15,player1
Indoor,7,3,9,23,player1
Indoor,7,3,36,39,player1
Indoor,7,3,119,46,player1
Indoor,7,3,75,8,player1
Indoor,6,3,19,12,player1
Indoor,6,3,16,47,player1
Indoor,6,3,50,23,player1
Indoor,6,3,30,7,player1
Indoor,6,3,46,15,player1
Indoor,6,3,39,8,player1
Indoor,6,3,64,4,player1
Indoor,6,3,18,34,player1
Indoor,3,3,12,23,player1
Indoor,3,3,34,4,player1
Indoor,3,3,47,7,player1
Indoor,3,3,15,8,player1
Indoor,2,3,7,23,player1
Indoor,2,3,8,4,player1
Indoor,1,3,23,4,player1
Indoor,7,3,54,41,player1
Indoor,7,3,71,44,player1
Indoor,7,3,26,50,player1
Indoor,7,3,48,39,player1
Indoor,7,3,34,111,player1
Indoor,7,3,247,20,player1
Indoor,7,3,37,32,player1
Indoor,7,3,87,35,player1
Indoor,7,3,168,65,player1
Indoor,7,3,705,25,player1
Indoor,7,3,33,29,player1
Indoor,7,3,55,27,player1
Indoor,7,3,21,179,player1
Indoor,7,3,31,30,player1
Indoor,7,3,81,49,player1
Indoor,7,3,47,93,player1
Indoor,6,3,44,7,player1
Indoor,6,3,50,8,player1
Indoor,6,3,32,9,player1
Indoor,6,3,25,12,player1
Indoor,6,3,30,3,player1
Indoor,6,3,39,10,player1
Indoor,6,3,17,93,player1
Indoor,6,3,65,5,player1
Indoor,6,3,27,2,player1
Indoor,6,3,35,11,player1
Indoor,6,3,20,15,player1
Indoor,6,3,179,16,player1
Indoor,6,3,111,13,player1
Indoor,6,3,1,49,player1
Indoor,6,3,29,14,player1
Indoor,6,3,41,4,player1
Indoor,5,3,7,10,player1
Indoor,5,3,93,3,player1
Indoor,5,3,12,9,player1
Indoor,5,3,8,13,player1
Indoor,5,3,49,16,player1
Indoor,5,3,4,14,player1
Indoor,5,3,15,2,player1
Indoor,5,3,11,5,player1
Indoor,3,3,10,3,player1
Indoor,3,3,9,2,player1
Indoor,3,3,13,16,player1
Indoor,3,3,5,14,player1
Indoor,2,3,2,3,player1
Indoor,2,3,14,16,player1
Indoor,1,3,16,3,player1
Indoor,1,3,5,4,player1
Indoor,1,3,8,1,player1
Indoor,1,3,2,9,player1
Indoor,1,3,7,3,player1
Indoor,1,3,8,5,player1
Indoor,1,3,4,1,player1
Indoor,1,3,3,9,player1
Indoor,1,3,2,7,player1
Indoor,1,3,8,4,player1
Indoor,1,3,1,5,player1
Indoor,1,3,2,3,player1
Indoor,1,3,9,7,player1
Indoor,2,3,1,7,player1
Indoor,2,3,9,5,player1
Indoor,1,3,5,7,player1
Outdoor,7,3,88,52,player1
Outdoor,7,3,63,105,player1
Outdoor,7,3,80,58,player1
Outdoor,7,3,32,81,player1
Outdoor,7,3,67,119,player1
Outdoor,7,3,73,36,player1
Outdoor,7,3,306,12,player1
Outdoor,7,3,77,7,player1
Outdoor,7,3,286,131,player1
Outdoor,7,3,251,20,player1
Outdoor,7,3,55,42,player1
Outdoor,7,3,78,134,player1
Outdoor,7,3,25,44,player1
Outdoor,7,3,28,285,player1
Outdoor,7,3,173,65,player1
Outdoor,7,3,76,13,player1
Outdoor,6,3,58,44,player1
Outdoor,6,3,131,12,player1
Outdoor,6,3,81,105,player1
Outdoor,6,3,134,7,player1
Outdoor,6,3,285,52,player1
Outdoor,6,3,119,36,player1
Outdoor,6,3,65,13,player1
Outdoor,6,3,42,20,player1
Outdoor,3,3,105,12,player1
Outdoor,3,3,44,13,player1
Outdoor,3,3,36,20,player1
Outdoor,3,3,52,7,player1
Outdoor,2,3,13,12,player1
Outdoor,2,3,20,7,player1
Outdoor,1,3,12,7,player1
Outdoor,7,3,104,14,player1
Outdoor,7,3,59,103,player1
Outdoor,7,3,111,107,player1
Outdoor,7,3,446,38,player1
Outdoor,7,3,79,96,player1
Outdoor,7,3,272,91,player1
Outdoor,7,3,212,83,player1
Outdoor,7,3,8,100,player1
Outdoor,7,3,98,82,player1
Outdoor,7,3,341,447,player1
Outdoor,7,3,85,126,player1
Outdoor,7,3,109,74,player1
Outdoor,7,3,102,43,player1
Outdoor,7,3,293,108,player1
Outdoor,7,3,92,117,player1
Outdoor,7,3,391,21,player1
Outdoor,6,3,447,96,player1
Outdoor,6,3,103,107,player1
Outdoor,6,3,91,14,player1
Outdoor,6,3,126,38,player1
Outdoor,6,3,117,43,player1
Outdoor,6,3,100,82,player1
Outdoor,6,3,108,74,player1
Outdoor,6,3,83,21,player1
Outdoor,3,3,74,21,player1
Outdoor,3,3,96,38,player1
Outdoor,3,3,82,43,player1
Outdoor,3,3,107,14,player1
Outdoor,2,3,38,14,player1
Outdoor,2,3,43,21,player1
Outdoor,1,3,21,14,player1
Outdoor,7,3,72,29,player1
Outdoor,7,3,19,60,player1
Outdoor,7,3,99,53,player1
Outdoor,7,3,?,57,player1
Outdoor,7,3,84,56,player1
Outdoor,7,3,54,37,player1
Outdoor,7,3,69,62,player1
Outdoor,7,3,31,90,player1
Outdoor,7,3,241,?,player1
Outdoor,7,3,41,122,player1
Outdoor,7,3,70,49,player1
Outdoor,7,3,71,40,player1
Outdoor,7,3,291,101,player1
Outdoor,7,3,93,2,player1
Outdoor,7,3,86,1,player1
Outdoor,7,3,132,6,player1
Outdoor,6,3,?,122,player1
Outdoor,6,3,60,101,player1
Outdoor,6,3,53,1,player1
Outdoor,6,3,57,29,player1
Outdoor,6,3,56,6,player1
Outdoor,6,3,62,2,player1
Outdoor,6,3,40,37,player1
Outdoor,6,3,49,90,player1
Outdoor,3,3,101,29,player1
Outdoor,3,3,122,2,player1
Outdoor,3,3,90,1,player1
Outdoor,3,3,37,6,player1
Outdoor,2,3,29,2,player1
Outdoor,2,3,1,6,player1
Outdoor,1,3,2,6,player1
Outdoor,7,3,263,332,player1
Outdoor,7,3,56,34,player1
Outdoor,7,3,54,28,player1
Outdoor,7,3,48,30,player1
Outdoor,7,3,456,31,player1
Outdoor,7,3,266,209,player1
Outdoor,7,3,43,33,player1
Outdoor,7,3,86,60,player1
Outdoor,7,3,59,675,player1
Outdoor,7,3,57,58,player1
Outdoor,7,3,235,27,player1
Outdoor,7,3,32,67,player1
Outdoor,6,3,23,209,player1
Outdoor,6,3,332,31,player1
Outdoor,6,3,34,27,player1
Outdoor,6,3,30,33,player1
Outdoor,6,3,60,16,player1
Outdoor,6,3,26,58,player1
Outdoor,6,3,675,28,player1
Outdoor,6,3,17,67,player1
Outdoor,3,3,209,31,player1
Outdoor,3,3,16,33,player1
Outdoor,3,3,28,67,player1
Outdoor,3,3,58,27,player1
Outdoor,2,3,31,33,player1
Outdoor,2,3,27,67,player1
Outdoor,1,3,67,33,player1
Outdoor,7,3,46,53,player1
Outdoor,7,3,184,49,player1
Outdoor,7,3,70,50,player1
Outdoor,7,3,233,42,player1
Outdoor,7,3,69,62,player1
Outdoor,7,3,36,76,player1
Outdoor,7,3,25,52,player1
Outdoor,7,3,64,29,player1
Outdoor,7,3,75,39,player1
Outdoor,7,3,40,45,player1
Outdoor,7,3,131,55,player1
Outdoor,7,3,51,78,player1
Outdoor,6,3,39,53,player1
Outdoor,6,3,73,62,player1
Outdoor,6,3,52,55,player1
Outdoor,6,3,50,76,player1
Outdoor,6,3,29,42,player1
Outdoor,6,3,83,45,player1
Outdoor,6,3,21,78,player1
Outdoor,6,3,49,22,player1
Outdoor,3,3,62,53,player1
Outdoor,3,3,76,45,player1
Outdoor,3,3,22,42,player1
Outdoor,3,3,78,55,player1
Outdoor,2,3,45,53,player1
Outdoor,2,3,55,42,player1
Outdoor,1,3,53,42,player1
Outdoor,7,5,59,11,player1
Outdoor,7,5,86,24,player1
Outdoor,7,5,13,39,player1
Outdoor,7,5,81,60,player1
Outdoor,7,5,124,89,player1
Outdoor,7,5,80,7,player1
Outdoor,7,5,54,131,player1
Outdoor,7,5,148,4,player1
Outdoor,7,5,90,5,player1
Outdoor,7,5,173,289,player1
Outdoor,7,5,70,2,player1
Outdoor,7,5,129,9,player1
Outdoor,7,5,91,53,player1
Outdoor,7,5,390,21,player1
Outdoor,7,5,101,284,player1
Outdoor,7,5,49,28,player1
Outdoor,7,5,41,209,player1
Outdoor,7,5,251,12,player1
Outdoor,7,5,48,46,player1
Outdoor,7,5,235,132,player1
Outdoor,7,5,67,14,player1
Outdoor,7,5,29,107,player1
Outdoor,7,5,44,19,player1
Outdoor,7,5,51,100,player1
Outdoor,7,5,175,6,player1
Outdoor,7,5,564,154,player1
Outdoor,7,5,133,43,player1
Outdoor,7,5,69,75,player1
Outdoor,7,5,27,64,player1
Outdoor,7,5,102,35,player1
Outdoor,7,5,55,45,player1
Outdoor,7,5,8,113,player1
Outdoor,7,5,50,26,player1
Outdoor,7,5,98,57,player1
Outdoor,7,5,37,1,player1
Outdoor,7,5,78,86,player1
Outdoor,7,5,94,30,player1
Outdoor,7,5,16,114,player1
Outdoor,7,5,84,134,player1
Outdoor,7,5,73,224,player1
Outdoor,7,5,82,33,player1
Outdoor,7,5,509,119,player1
Outdoor,7,5,61,17,player1
Outdoor,7,5,62,10,player1
Outdoor,7,5,83,31,player1
Outdoor,7,5,68,18,player1
Outdoor,7,5,341,36,player1
Outdoor,7,5,23,185,player1
Outdoor,7,5,96,72,player1
Outdoor,7,5,88,77,player1
Outdoor,7,5,56,79,player1
Outdoor,7,5,99,92,player1
Outdoor,7,5,76,47,player1
Outdoor,7,5,71,32,player1
Outdoor,7,5,169,38,player1
Outdoor,7,5,52,20,player1
Outdoor,7,5,194,22,player1
Outdoor,7,5,180,58,player1
Outdoor,7,5,63,104,player1
Outdoor,7,5,85,195,player1
Outdoor,7,5,74,3,player1
Outdoor,7,5,112,66,player1
Outdoor,7,5,34,103,player1
Outdoor,7,5,93,25,player1
Outdoor,6,5,154,11,player1
Outdoor,6,5,35,7,player1
Outdoor,6,5,21,53,player1
Outdoor,6,5,107,46,player1
Outdoor,6,5,89,26,player1
Outdoor,6,5,75,2,player1
Outdoor,6,5,284,28,player1
Outdoor,6,5,131,24,player1
Outdoor,6,5,100,19,player1
Outdoor,6,5,224,12,player1
Outdoor,6,5,30,60,player1
Outdoor,6,5,132,64,player1
Outdoor,6,5,45,5,player1
Outdoor,6,5,43,39,player1
Outdoor,6,5,57,4,player1
Outdoor,6,5,289,14,player1
Outdoor,6,5,119,6,player1
Outdoor,6,5,38,25,player1
Outdoor,6,5,66,103,player1
Outdoor,6,5,18,31,player1
Outdoor,6,5,58,3,player1
Outdoor,6,5,72,33,player1
Outdoor,6,5,113,77,player1
Outdoor,6,5,92,20,player1
Outdoor,6,5,114,86,player1
Outdoor,6,5,36,17,player1
Outdoor,6,5,185,134,player1
Outdoor,6,5,195,22,player1
Outdoor,6,5,104,32,player1
Outdoor,6,5,79,10,player1
Outdoor,6,5,47,1,player1
Outdoor,6,5,209,9,player1
Outdoor,5,5,46,7,player1
Outdoor,5,5,53,11,player1
Outdoor,5,5,64,4,player1
Outdoor,5,5,12,28,player1
Outdoor,5,5,60,5,player1
Outdoor,5,5,19,14,player1
Outdoor,5,5,26,2,player1
Outdoor,5,5,24,39,player1
Outdoor,5,5,20,86,player1
Outdoor,5,5,32,1,player1
Outdoor,5,5,33,6,player1
Outdoor,5,5,103,3,player1
Outdoor,5,5,134,9,player1
Outdoor,5,5,77,25,player1
Outdoor,5,5,17,10,player1
Outdoor,5,5,31,22,player1
Outdoor,4,5,28,4,player1
Outdoor,4,5,39,2,player1
Outdoor,4,5,5,14,player1
Outdoor,4,5,11,7,player1
Outdoor,4,5,9,6,player1
Outdoor,4,5,86,3,player1
Outdoor,4,5,25,10,player1
Outdoor,4,5,22,1,player1
Outdoor,3,5,7,14,player1
Outdoor,3,5,2,4,player1
Outdoor,3,5,6,1,player1
Outdoor,3,5,3,10,player1
Outdoor,2,5,14,4,player1
Outdoor,2,5,10,1,player1
Outdoor,1,5,4,1,player1
Outdoor,7,3,147,117,player1
Outdoor,7,3,166,100,player1
Outdoor,7,3,104,139,player1
Outdoor,7,3,233,83,player1
Outdoor,7,3,126,316,player1
Outdoor,7,3,127,125,player1
Outdoor,7,3,132,375,player1
Outdoor,7,3,53,141,player1
Outdoor,7,3,118,121,player1
Outdoor,7,3,234,39,player1
Outdoor,7,3,409,128,player1
Outdoor,7,3,247,290,player1
Outdoor,7,3,106,162,player1
Outdoor,7,3,154,13,player1
Outdoor,7,3,115,134,player1
Outdoor,7,3,131,18,player1
Outdoor,6,3,139,141,player1
Outdoor,6,3,128,83,player1
Outdoor,6,3,290,100,player1
Outdoor,6,3,117,39,player1
Outdoor,6,3,134,162,player1
Outdoor,6,3,316,18,player1
Outdoor,6,3,375,125,player1
Outdoor,6,3,121,13,player1
Outdoor,3,3,141,100,player1
Outdoor,3,3,162,18,player1
Outdoor,3,3,83,39,player1
Outdoor,3,3,125,13,player1
Outdoor,2,3,18,100,player1
Outdoor,2,3,13,39,player1
Outdoor,1,3,100,39,player1
Outdoor,7,3,99,112,player1
Outdoor,7,3,64,73,player1
Outdoor,7,3,89,129,player1
Outdoor,7,3,223,77,player1
Outdoor,7,3,98,29,player1
Outdoor,7,3,107,119,player1
Outdoor,7,3,51,61,player1
Outdoor,7,3,257,158,player1
Outdoor,7,3,97,35,player1
Outdoor,7,3,63,208,player1
Outdoor,7,3,517,49,player1
Outdoor,7,3,86,79,player1
Outdoor,7,3,120,156,player1
Outdoor,7,3,395,143,player1
Outdoor,7,3,47,138,player1
Outdoor,7,3,71,11,player1
Outdoor,6,3,119,208,player1
Outdoor,6,3,138,129,player1
Outdoor,6,3,61,112,player1
Outdoor,6,3,156,11,player1
Outdoor,6,3,158,73,player1
Outdoor,6,3,49,79,player1
Outdoor,6,3,77,29,player1
Outdoor,6,3,143,35,player1
Outdoor,3,3,129,208,player1
Outdoor,3,3,73,29,player1
Outdoor,3,3,79,35,player1
Outdoor,3,3,112,11,player1
Outdoor,2,3,208,29,player1
Outdoor,2,3,11,35,player1
Outdoor,1,3,29,35,player1
Indoor,7,3,93,32,player1
Indoor,7,3,90,56,player1
Indoor,7,3,82,124,player1
Indoor,7,3,50,153,player1
Indoor,7,3,109,102,player1
Indoor,7,3,96,31,player1
Indoor,7,3,242,41,player1
Indoor,7,3,91,72,player1
Indoor,7,3,87,84,player1
Indoor,7,3,105,75,player1
Indoor,7,3,176,544,player1
Indoor,7,3,36,65,player1
Indoor,7,3,191,187,player1
Indoor,7,3,60,24,player1
Indoor,7,3,81,10,player1
Indoor,7,3,183,33,player1
Indoor,6,3,153,102,player1
Indoor,6,3,56,32,player1
Indoor,6,3,124,31,player1
Indoor,6,3,544,65,player1
Indoor,6,3,41,84,player1
Indoor,6,3,24,72,player1
Indoor,6,3,75,10,player1
Indoor,6,3,187,33,player1
Indoor,3,3,31,65,player1
Indoor,3,3,72,84,player1
Indoor,3,3,33,10,player1
Indoor,3,3,102,32,player1
Indoor,2,3,32,10,player1
Indoor,2,3,84,65,player1
Indoor,1,3,65,10,player1
Outdoor,7,3,108,81,player1
Outdoor,7,3,64,30,player1
Outdoor,7,3,84,135,player1
Outdoor,7,3,89,124,player1
Outdoor,7,3,65,41,player1
Outdoor,7,3,308,99,player1
