court,round,best_of,player0,player1,winner
Outdoor,7,3,174,113,player0
Outdoor,7,3,100,46,player0
Outdoor,7,3,299,118,player0
Outdoor,7,3,69,93,player0
Outdoor,7,3,50,68,player0
Outdoor,7,3,65,85,player0
Outdoor,7,3,58,402,player0
Outdoor,7,3,73,120,player0
Outdoor,7,3,339,6,player0
Outdoor,7,3,54,84,player0
Outdoor,7,3,77,48,player0
Outdoor,7,3,83,132,player0
Outdoor,7,3,55,105,player0
Outdoor,7,3,219,47,player0
Outdoor,6,3,65,299,player0
Outdoor,6,3,61,83,player0
Outdoor,6,3,50,69,player0
Outdoor,6,3,70,339,player0
Outdoor,6,3,55,77,player0
Outdoor,6,3,73,219,player0
Outdoor,6,3,54,100,player0
Outdoor,6,3,174,58,player0
Outdoor,3,3,65,174,player0
Outdoor,3,3,61,70,player0
Outdoor,3,3,55,73,player0
Outdoor,3,3,54,50,player0
Outdoor,2,3,65,55,player0
Outdoor,2,3,61,54,player0
Outdoor,1,3,61,65,player0
Outdoor,7,5,5,98,player0
Outdoor,7,5,9,79,player0
Outdoor,7,5,28,224,player0
Outdoor,7,5,23,124,player0
Outdoor,7,5,50,48,player0
Outdoor,7,5,143,119,player0
Outdoor,7,5,13,78,player0
Outdoor,7,5,3,57,player0
Outdoor,7,5,271,6,player0
Outdoor,7,5,97,86,player0
Outdoor,7,5,53,103,player0
Outdoor,7,5,91,107,player0
Outdoor,7,5,38,88,player0
Outdoor,7,5,181,87,player0
Outdoor,7,5,95,113,player0
Outdoor,7,5,148,270,player0
Outdoor,7,5,125,39,player0
Outdoor,7,5,75,16,player0
Outdoor,7,5,22,81,player0
Outdoor,7,5,73,45,player0
Outdoor,7,5,94,84,player0
Outdoor,7,5,2,63,player0
Outdoor,7,5,76,89,player0
Outdoor,7,5,171,61,player0
Outdoor,7,5,183,127,player0
Outdoor,7,5,17,60,player0
Outdoor,7,5,41,18,player0
Outdoor,7,5,82,149,player0
Outdoor,7,5,32,170,player0
Outdoor,7,5,24,117,player0
Outdoor,7,5,11,147,player0
Outdoor,7,5,65,105,player0
Outdoor,7,5,34,85,player0
Outdoor,7,5,202,69,player0
Outdoor,7,5,66,132,player0
Outdoor,7,5,1,110,player0
Outdoor,7,5,19,492,player0
Outdoor,7,5,161,128,player0
Outdoor,7,5,10,208,player0
Outdoor,7,5,54,7,player0
Outdoor,7,5,26,35,player0
Outdoor,7,5,27,37,player0
Outdoor,7,5,96,55,player0
Outdoor,7,5,52,70,player0
Outdoor,7,5,92,31,player0
Outdoor,7,5,58,33,player0
Outdoor,7,5,93,102,player0
Outdoor,7,5,14,83,player0
Outdoor,7,5,146,846,player0
Outdoor,7,5,20,42,player0
Outdoor,7,5,123,46,player0
Outdoor,7,5,29,56,player0
Outdoor,7,5,71,59,player0
Outdoor,7,5,25,62,player0
Outdoor,7,5,8,106,player0
Outdoor,7,5,112,111,player0
Outdoor,7,5,4,115,player0
Outdoor,7,5,12,397,player0
Outdoor,7,5,30,130,player0
Outdoor,7,5,51,68,player0
Outdoor,7,5,99,47,player0
Outdoor,7,5,100,80,player0
Outdoor,7,5,77,108,player0
Outdoor,7,5,44,72,player0
Outdoor,6,5,3,143,player0
Outdoor,6,5,23,53,player0
Outdoor,6,5,95,41,player0
Outdoor,6,5,97,13,player0
Outdoor,6,5,73,32,player0
Outdoor,6,5,5,148,player0
Outdoor,6,5,76,75,player0
Outdoor,6,5,82,24,player0
Outdoor,6,5,9,91,player0
Outdoor,6,5,181,28,player0
Outdoor,6,5,17,183,player0
Outdoor,6,5,11,171,player0
Outdoor,6,5,58,50,player0
Outdoor,6,5,38,22,player0
Outdoor,6,5,125,2,player0
Outdoor,6,5,94,271,player0
Outdoor,6,5,29,112,player0
Outdoor,6,5,25,71,player0
Outdoor,6,5,12,51,player0
Outdoor,6,5,123,99,player0
Outdoor,6,5,1,34,player0
Outdoor,6,5,54,161,player0
Outdoor,6,5,92,52,player0
Outdoor,6,5,19,66,player0
Outdoor,6,5,30,100,player0
Outdoor,6,5,96,27,player0
Outdoor,6,5,202,10,player0
Outdoor,6,5,44,14,player0
Outdoor,6,5,77,4,player0
Outdoor,6,5,8,146,player0
Outdoor,6,5,65,26,player0
Outdoor,6,5,20,93,player0
Outdoor,5,5,23,97,player0
Outdoor,5,5,76,38,player0
Outdoor,5,5,94,181,player0
Outdoor,5,5,9,95,player0
Outdoor,5,5,17,11,player0
Outdoor,5,5,3,73,player0
Outdoor,5,5,5,82,player0
Outdoor,5,5,125,58,player0
Outdoor,5,5,44,65,player0
Outdoor,5,5,30,1,player0
Outdoor,5,5,77,92,player0
Outdoor,5,5,25,123,player0
Outdoor,5,5,8,96,player0
Outdoor,5,5,12,19,player0
Outdoor,5,5,20,202,player0
Outdoor,5,5,54,29,player0
Outdoor,4,5,23,125,player0
Outdoor,4,5,9,94,player0
Outdoor,4,5,3,76,player0
Outdoor,4,5,5,17,player0
Outdoor,4,5,30,25,player0
Outdoor,4,5,44,77,player0
Outdoor,4,5,12,54,player0
Outdoor,4,5,8,20,player0
Outdoor,3,5,3,5,player0
Outdoor,3,5,9,23,player0
Outdoor,3,5,44,12,player0
Outdoor,3,5,8,30,player0
Outdoor,2,5,44,8,player0
Outdoor,2,5,3,9,player0
Outdoor,1,5,44,3,player0
Outdoor,7,3,23,368,player0
Outdoor,7,3,51,45,player0
Outdoor,7,3,37,187,player0
Outdoor,7,3,19,29,player0
Outdoor,7,3,193,167,player0
Outdoor,7,3,112,21,player0
Outdoor,7,3,104,253,player0
Outdoor,7,3,84,20,player0
Outdoor,7,3,34,71,player0
Outdoor,7,3,181,58,player0
Outdoor,7,3,8,114,player0
Outdoor,7,3,50,55,player0
Outdoor,7,3,1,191,player0
Outdoor,7,3,48,44,player0
Outdoor,7,3,31,92,player0
Outdoor,7,3,27,15,player0
Outdoor,6,3,37,84,player0
Outdoor,6,3,19,193,player0
Outdoor,6,3,1,34,player0
Outdoor,6,3,112,104,player0
Outdoor,6,3,8,48,player0
Outdoor,6,3,50,181,player0
Outdoor,6,3,31,27,player0
Outdoor,6,3,23,51,player0
Outdoor,3,3,23,50,player0
Outdoor,3,3,8,31,player0
Outdoor,3,3,19,112,player0
Outdoor,3,3,1,37,player0
Outdoor,2,3,23,8,player0
Outdoor,2,3,1,19,player0
Outdoor,1,3,1,23,player0
Outdoor,7,3,128,67,player0
Outdoor,7,3,277,115,player0
Outdoor,7,3,97,49,player0
Outdoor,7,3,62,89,player0
Outdoor,7,3,83,80,player0
Outdoor,7,3,177,158,player0
Outdoor,7,3,239,110,player0
Outdoor,7,3,129,88,player0
Outdoor,7,3,99,103,player0
Outdoor,7,3,60,105,player0
Outdoor,7,3,64,109,player0
Outdoor,7,3,326,32,player0
Outdoor,7,3,102,91,player0
Outdoor,7,3,106,28,player0
Outdoor,7,3,113,95,player0
Outdoor,7,3,79,98,player0
Outdoor,7,3,68,119,player0
Outdoor,7,3,63,73,player0
Outdoor,7,3,35,81,player0
Outdoor,7,3,866,17,player0
Outdoor,7,3,78,415,player0
Outdoor,7,3,108,121,player0
Outdoor,7,3,57,211,player0
Outdoor,7,3,70,72,player0
Outdoor,6,3,97,177,player0
Outdoor,6,3,60,9,player0
Outdoor,6,3,2,64,player0
Outdoor,6,3,16,239,player0
Outdoor,6,3,866,78,player0
Outdoor,6,3,83,106,player0
Outdoor,6,3,99,35,player0
Outdoor,6,3,68,70,player0
Outdoor,6,3,13,129,player0
Outdoor,6,3,63,113,player0
Outdoor,6,3,277,326,player0
Outdoor,6,3,11,128,player0
Outdoor,6,3,79,5,player0
Outdoor,6,3,62,57,player0
Outdoor,6,3,102,3,player0
Outdoor,6,3,14,108,player0
Outdoor,5,3,13,866,player0
Outdoor,5,3,63,102,player0
Outdoor,5,3,79,62,player0
Outdoor,5,3,2,68,player0
Outdoor,5,3,60,97,player0
Outdoor,5,3,99,16,player0
Outdoor,5,3,11,277,player0
Outdoor,5,3,14,83,player0
Outdoor,3,3,11,60,player0
Outdoor,3,3,2,14,player0
Outdoor,3,3,13,63,player0
Outdoor,3,3,99,79,player0
Outdoor,2,3,13,99,player0
Outdoor,2,3,2,11,player0
Outdoor,1,3,2,13,player0
Outdoor,7,3,113,25,player0
Outdoor,7,3,36,93,player0
Outdoor,7,3,111,87,player0
Outdoor,7,3,392,447,player0
Outdoor,7,3,56,196,player0
Outdoor,7,3,88,98,player0
Outdoor,7,3,41,258,player0
Outdoor,7,3,55,108,player0
Outdoor,7,3,72,59,player0
Outdoor,7,3,73,8,player0
Outdoor,7,3,23,95,player0
Outdoor,7,3,67,17,player0
Outdoor,7,3,65,101,player0
Outdoor,7,3,359,82,player0
Outdoor,7,3,38,62,player0
Outdoor,7,3,3,68,player0
Outdoor,6,3,65,113,player0
Outdoor,6,3,41,111,player0
Outdoor,6,3,73,359,player0
Outdoor,6,3,23,72,player0
Outdoor,6,3,67,56,player0
Outdoor,6,3,55,36,player0
Outdoor,6,3,3,392,player0
Outdoor,6,3,38,88,player0
Outdoor,3,3,23,41,player0
Outdoor,3,3,65,73,player0
Outdoor,3,3,3,38,player0
Outdoor,3,3,67,55,player0
Outdoor,2,3,65,23,player0
Outdoor,2,3,3,67,player0
Outdoor,1,3,65,3,player0
Outdoor,7,3,89,107,player0
Outdoor,7,3,44,49,player0
Outdoor,7,3,27,284,player0
Outdoor,7,3,30,64,player0
Outdoor,7,3,85,61,player0
Outdoor,7,3,35,262,player0
Outdoor,7,3,307,45,player0
Outdoor,7,3,250,90,player0
Outdoor,7,3,71,48,player0
Outdoor,7,3,79,326,player0
Outdoor,7,3,14,99,player0
Outdoor,7,3,75,42,player0
Outdoor,7,3,188,28,player0
Outdoor,7,3,110,76,player0
Outdoor,7,3,163,50,player0
Outdoor,7,3,31,46,player0
Outdoor,6,3,44,27,player0
Outdoor,6,3,35,89,player0
Outdoor,6,3,79,163,player0
Outdoor,6,3,110,30,player0
Outdoor,6,3,188,71,player0
Outdoor,6,3,31,307,player0
Outdoor,6,3,14,85,player0
Outdoor,6,3,75,250,player0
Outdoor,3,3,188,110,player0
Outdoor,3,3,44,75,player0
Outdoor,3,3,14,35,player0
Outdoor,3,3,31,79,player0
Outdoor,2,3,14,44,player0
Outdoor,2,3,188,31,player0
Outdoor,1,3,14,188,player0
Outdoor,7,5,53,61,player0
Outdoor,7,5,34,136,player0
Outdoor,7,5,40,141,player0
Outdoor,7,5,138,209,player0
Outdoor,7,5,95,97,player0
Outdoor,7,5,27,79,player0
Outdoor,7,5,123,33,player0
Outdoor,7,5,99,162,player0
Outdoor,7,5,62,14,player0
Outdoor,7,5,1,295,player0
Outdoor,7,5,10,42,player0
Outdoor,7,5,5,488,player0
Outdoor,7,5,13,86,player0
Outdoor,7,5,218,118,player0
Outdoor,7,5,69,74,player0
Outdoor,7,5,67,85,player0
Outdoor,7,5,415,35,player0
Outdoor,7,5,52,301,player0
Outdoor,7,5,82,29,player0
Outdoor,7,5,48,120,player0
Outdoor,7,5,101,133,player0
Outdoor,7,5,43,47,player0
Outdoor,7,5,22,529,player0
Outdoor,7,5,83,50,player0
Outdoor,7,5,76,88,player0
Outdoor,7,5,70,15,player0
Outdoor,7,5,20,228,player0
Outdoor,7,5,66,96,player0
Outdoor,7,5,6,89,player0
Outdoor,7,5,45,107,player0
Outdoor,7,5,84,28,player0
Outdoor,7,5,17,122,player0
Outdoor,7,5,128,109,player0
Outdoor,7,5,137,68,player0
Outdoor,7,5,51,16,player0
Outdoor,7,5,56,59,player0
Outdoor,7,5,7,93,player0
Outdoor,7,5,39,255,player0
Outdoor,7,5,78,116,player0
Outdoor,7,5,57,102,player0
Outdoor,7,5,31,200,player0
Outdoor,7,5,30,134,player0
Outdoor,7,5,49,75,player0
Outdoor,7,5,90,12,player0
Outdoor,7,5,8,37,player0
Outdoor,7,5,100,92,player0
Outdoor,7,5,19,131,player0
Outdoor,7,5,143,87,player0
Outdoor,7,5,23,251,player0
Outdoor,7,5,72,73,player0
Outdoor,7,5,479,55,player0
Outdoor,7,5,25,54,player0
Outdoor,7,5,21,364,player0
Outdoor,7,5,103,105,player0
Outdoor,7,5,71,238,player0
Outdoor,7,5,80,65,player0
Outdoor,7,5,63,36,player0
Outdoor,7,5,26,108,player0
Outdoor,7,5,127,634,player0
Outdoor,7,5,2,181,player0
Outdoor,7,5,18,94,player0
Outdoor,7,5,3,106,player0
Outdoor,7,5,165,112,player0
Outdoor,7,5,64,115,player0
Outdoor,6,5,43,20,player0
Outdoor,6,5,5,95,player0
Outdoor,6,5,22,83,player0
Outdoor,6,5,7,67,player0
Outdoor,6,5,34,40,player0
Outdoor,6,5,415,52,player0
Outdoor,6,5,10,45,player0
Outdoor,6,5,123,53,player0
Outdoor,6,5,13,69,player0
Outdoor,6,5,1,138,player0
Outdoor,6,5,70,48,player0
Outdoor,6,5,84,218,player0
Outdoor,6,5,27,101,player0
Outdoor,6,5,2,128,player0
Outdoor,6,5,82,76,player0
Outdoor,6,5,25,479,player0
Outdoor,6,5,63,80,player0
Outdoor,6,5,31,143,player0
Outdoor,6,5,90,78,player0
Outdoor,6,5,103,21,player0
Outdoor,6,5,66,3,player0
Outdoor,6,5,6,137,player0
Outdoor,6,5,51,100,player0
Outdoor,6,5,26,64,player0
Outdoor,6,5,39,49,player0
Outdoor,6,5,17,56,player0
Outdoor,6,5,71,19,player0
Outdoor,6,5,57,18,player0
Outdoor,6,5,30,127,player0
Outdoor,6,5,23,72,player0
Outdoor,6,5,62,99,player0
Outdoor,6,5,8,165,player0
Outdoor,5,5,7,70,player0
Outdoor,5,5,13,84,player0
Outdoor,5,5,10,415,player0
Outdoor,5,5,34,5,player0
Outdoor,5,5,66,82,player0
Outdoor,5,5,43,27,player0
Outdoor,5,5,62,22,player0
Outdoor,5,5,1,123,player0
Outdoor,5,5,63,25,player0
Outdoor,5,5,23,57,player0
Outdoor,5,5,30,8,player0
Outdoor,5,5,51,71,player0
Outdoor,5,5,2,31,player0
Outdoor,5,5,17,26,player0
Outdoor,5,5,90,103,player0
Outdoor,5,5,6,39,player0
Outdoor,4,5,13,34,player0
Outdoor,4,5,66,43,player0
Outdoor,4,3,23,30,player0
Outdoor,4,5,10,7,player0
Outdoor,4,5,1,62,player0
Outdoor,4,5,63,51,player0
Outdoor,4,5,2,90,player0
Outdoor,4,5,6,17,player0
Outdoor,3,5,63,6,player0
Outdoor,3,5,2,23,player0
Outdoor,3,5,1,10,player0
Outdoor,3,5,13,66,player0
Outdoor,2,5,1,13,player0
Outdoor,2,5,2,63,player0
Outdoor,1,5,1,2,player0
Outdoor,7,3,110,13,player0
Outdoor,7,3,16,126,player0
Outdoor,7,3,42,534,player0
Outdoor,7,3,48,242,player0
Outdoor,7,3,89,268,player0
Outdoor,7,3,53,97,player0
Outdoor,7,3,69,846,player0
Outdoor,7,3,65,41,player0
Outdoor,7,3,107,370,player0
Outdoor,7,3,19,45,player0
Outdoor,7,3,51,70,player0
Outdoor,7,3,11,61,player0
Outdoor,7,3,31,32,player0
Outdoor,7,3,22,39,player0
Outdoor,7,3,60,147,player0
Outdoor,7,3,142,37,player0
Outdoor,6,3,110,107,player0
Outdoor,6,3,31,42,player0
Outdoor,6,3,65,51,player0
Outdoor,6,3,22,69,player0
Outdoor,6,3,16,53,player0
Outdoor,6,3,48,19,player0
Outdoor,6,3,11,89,player0
Outdoor,6,3,60,142,player0
Outdoor,3,3,48,16,player0
Outdoor,3,3,11,60,player0
Outdoor,3,3,31,65,player0
Outdoor,3,3,22,110,player0
Outdoor,2,3,11,48,player0
Outdoor,2,3,31,22,player0
Outdoor,1,3,31,11,player0
Outdoor,7,3,85,108,player0
Outdoor,7,3,18,95,player0
Outdoor,7,3,55,120,player0
Outdoor,7,3,73,175,player0
Outdoor,7,3,62,173,player0
Outdoor,7,3,101,146,player0
Outdoor,7,3,145,57,player0
Outdoor,7,3,72,125,player0
Outdoor,7,3,94,7,player0
Outdoor,7,3,47,67,player0
Outdoor,7,3,122,121,player0
Outdoor,7,3,8,162,player0
Outdoor,7,3,38,133,player0
Outdoor,7,3,128,17,player0
Outdoor,7,3,59,81,player0
Outdoor,7,3,1,130,player0
Outdoor,6,3,18,73,player0
Outdoor,6,3,145,85,player0
Outdoor,6,3,101,94,player0
Outdoor,6,3,62,55,player0
Outdoor,6,3,122,47,player0
Outdoor,6,3,8,38,player0
Outdoor,6,3,1,59,player0
Outdoor,6,3,72,128,player0
Outdoor,3,3,62,101,player0
Outdoor,3,3,145,18,player0
Outdoor,3,3,1,72,player0
Outdoor,3,3,8,122,player0
Outdoor,2,3,1,145,player0
Outdoor,2,3,62,8,player0
Outdoor,1,5,1,62,player0
Outdoor,7,3,46,114,player0
Outdoor,7,3,124,135,player0
Outdoor,7,3,123,363,player0
Outdoor,7,3,43,171,player0
Outdoor,7,3,111,266,player0
Outdoor,7,3,96,136,player0
Outdoor,7,3,25,109,player0
Outdoor,7,3,84,200,player0
Outdoor,7,3,116,75,player0
Outdoor,7,3,166,71,player0
Outdoor,7,3,88,134,player0
Outdoor,7,3,112,149,player0
Outdoor,7,3,132,118,player0
Outdoor,7,3,98,303,player0
Outdoor,7,3,236,196,player0
Outdoor,7,3,276,137,player0
Outdoor,6,3,25,236,player0
Outdoor,6,3,46,123,player0
Outdoor,6,3,84,98,player0
Outdoor,6,3,124,43,player0
Outdoor,6,3,111,132,player0
Outdoor,6,3,96,112,player0
Outdoor,6,3,166,88,player0
Outdoor,6,3,116,276,player0
Outdoor,3,3,84,46,player0
Outdoor,3,3,111,25,player0
Outdoor,3,3,166,116,player0
Outdoor,3,3,96,124,player0
Outdoor,2,3,111,84,player0
Outdoor,2,3,166,96,player0
Outdoor,1,3,166,111,player0
Outdoor,7,3,62,620,player0
Outdoor,7,3,131,71,player0
Outdoor,7,3,82,93,player0
Outdoor,7,3,124,79,player0
Outdoor,7,3,139,100,player0
Outdoor,7,3,53,415,player0
Outdoor,7,3,118,39,player0
Outdoor,7,3,61,413,player0
Outdoor,7,3,89,150,player0
Outdoor,7,3,13,106,player0
Outdoor,7,3,119,127,player0
Outdoor,7,3,145,155,player0
Outdoor,7,3,48,96,player0
Outdoor,7,3,74,204,player0
Outdoor,7,3,165,121,player0
Outdoor,7,3,21,95,player0
Outdoor,6,3,48,124,player0
Outdoor,6,3,21,82,player0
Outdoor,6,3,13,74,player0
Outdoor,6,3,131,139,player0
Outdoor,6,3,89,118,player0
Outdoor,6,3,61,145,player0
Outdoor,6,3,53,119,player0
Outdoor,6,3,62,165,player0
Outdoor,3,3,13,131,player0
Outdoor,3,3,53,61,player0
Outdoor,3,3,21,48,player0
Outdoor,3,3,89,62,player0
Outdoor,2,3,53,13,player0
Outdoor,2,3,21,89,player0
Outdoor,1,3,53,21,player0
Outdoor,7,3,88,103,player0
Outdoor,7,3,65,329,player0
Outdoor,7,3,107,1445,player0
Outdoor,7,3,128,78,player0
Outdoor,7,3,97,233,player0
Outdoor,7,3,32,20,player0
Outdoor,7,3,98,28,player0
Outdoor,7,3,116,83,player0
Outdoor,7,3,77,24,player0
Outdoor,7,3,14,68,player0
Outdoor,7,3,18,141,player0
Outdoor,7,3,72,45,player0
Outdoor,7,3,22,80,player0
Outdoor,7,3,143,310,player0
Outdoor,7,3,10,115,player0
Outdoor,7,3,91,36,player0
Outdoor,6,3,77,116,player0
Outdoor,6,3,32,128,player0
Outdoor,6,3,98,65,player0
Outdoor,6,3,18,97,player0
Outdoor,6,3,143,22,player0
Outdoor,6,3,107,14,player0
Outdoor,6,3,91,88,player0
Outdoor,6,3,10,72,player0
Outdoor,3,3,77,18,player0
Outdoor,3,3,107,143,player0
Outdoor,3,3,32,98,player0
Outdoor,3,3,91,10,player0
Outdoor,2,3,91,77,player0
Outdoor,2,3,32,107,player0
Outdoor,1,3,91,32,player0
Outdoor,7,3,132,135,player0
Outdoor,7,3,101,90,player0
Outdoor,7,3,356,105,player0
Outdoor,7,3,122,85,player0
Outdoor,7,3,70,168,player0
Outdoor,7,3,76,160,player0
Outdoor,7,3,130,489,player0
Outdoor,7,3,129,104,player0
Outdoor,7,3,86,142,player0
Outdoor,7,3,178,125,player0
Outdoor,7,3,473,120,player0
Outdoor,7,3,162,109,player0
Outdoor,7,3,111,192,player0
Outdoor,7,3,242,113,player0
Outdoor,7,3,280,1249,player0
Outdoor,7,3,84,191,player0
Outdoor,6,3,47,356,player0
Outdoor,6,3,17,122,player0
Outdoor,6,3,101,23,player0
Outdoor,6,3,70,37,player0
Outdoor,6,3,63,473,player0
Outdoor,6,3,130,19,player0
Outdoor,6,3,16,242,player0
Outdoor,6,3,57,132,player0
Outdoor,6,3,25,86,player0
Outdoor,6,3,52,111,player0
Outdoor,6,3,41,84,player0
Outdoor,6,3,30,129,player0
Outdoor,6,3,59,162,player0
Outdoor,6,3,67,178,player0
Outdoor,6,3,76,8,player0
Outdoor,6,3,11,280,player0
Outdoor,5,3,52,30,player0
Outdoor,5,3,25,41,player0
Outdoor,5,3,63,17,player0
Outdoor,5,3,76,59,player0
Outdoor,5,3,47,130,player0
Outdoor,5,3,70,101,player0
Outdoor,5,3,11,67,player0
Outdoor,5,3,57,16,player0
Outdoor,3,3,63,52,player0
Outdoor,3,3,47,57,player0
Outdoor,3,3,70,76,player0
Outdoor,3,3,11,25,player0
Outdoor,2,3,70,63,player0
Outdoor,2,3,11,47,player0
Outdoor,1,5,70,11,player0
Outdoor,7,3,105,142,player0
Outdoor,7,3,285,127,player0
Outdoor,7,3,89,98,player0
Outdoor,7,3,64,244,player0
Outdoor,7,3,57,227,player0
Outdoor,7,3,173,135,player0
Outdoor,7,3,154,104,player0
Outdoor,7,3,111,75,player0
Outdoor,7,3,205,102,player0
Outdoor,7,3,177,84,player0
Outdoor,7,3,133,58,player0
Outdoor,7,3,164,92,player0
Outdoor,7,3,59,77,player0
Outdoor,7,3,91,73,player0
Outdoor,7,3,79,56,player0
Outdoor,7,3,115,86,player0
Outdoor,6,3,14,105,player0
Outdoor,6,3,29,285,player0
Outdoor,6,3,133,28,player0
Outdoor,6,3,164,54,player0
Outdoor,6,3,111,21,player0
Outdoor,6,3,64,33,player0
Outdoor,6,3,79,18,player0
Outdoor,6,3,36,177,player0
Outdoor,6,3,115,44,player0
Outdoor,6,3,205,172,player0
Outdoor,6,3,30,57,player0
Outdoor,6,3,12,154,player0
Outdoor,6,3,20,59,player0
Outdoor,6,3,35,91,player0
Outdoor,6,3,32,89,player0
Outdoor,6,3,2,173,player0
Outdoor,5,3,30,205,player0
Outdoor,5,3,29,111,player0
Outdoor,5,3,79,133,player0
Outdoor,5,3,164,64,player0
Outdoor,5,3,14,115,player0
Outdoor,5,3,20,32,player0
Outdoor,5,3,12,35,player0
Outdoor,5,3,2,36,player0
Outdoor,3,3,79,164,player0
Outdoor,3,3,29,12,player0
Outdoor,3,3,2,20,player0
Outdoor,3,3,30,14,player0
Outdoor,2,3,2,29,player0
Outdoor,2,3,30,79,player0
Outdoor,1,3,2,30,player0
Outdoor,7,3,161,96,player0
Outdoor,7,3,114,116,player0
Outdoor,7,3,214,295,player0
Outdoor,7,3,256,126,player0
Outdoor,7,3,134,157,player0
Outdoor,7,3,221,652,player0
Outdoor,7,3,141,200,player0
Outdoor,7,3,156,122,player0
Outdoor,7,3,103,159,player0
Outdoor,7,3,181,110,player0
Outdoor,7,3,167,128,player0
Outdoor,7,3,88,132,player0
Outdoor,7,3,121,129,player0
Outdoor,7,3,71,269,player0
Outdoor,7,3,185,146,player0
Outdoor,6,3,47,114,player0
Outdoor,7,3,94,124,player0
Outdoor,6,3,50,221,player0
Outdoor,6,3,103,40,player0
Outdoor,6,3,37,156,player0
Outdoor,6,3,11,181,player0
Outdoor,6,3,51,167,player0
Outdoor,6,3,71,43,player0
Outdoor,6,3,41,161,player0
Outdoor,6,3,141,62,player0
Outdoor,6,3,31,88,player0
Outdoor,6,3,25,94,player0
Outdoor,6,3,74,121,player0
Outdoor,6,3,134,83,player0
Outdoor,6,3,13,214,player0
Outdoor,6,3,60,256,player0
Outdoor,6,3,8,185,player0
Outdoor,5,3,47,50,player0
Outdoor,5,3,37,103,player0
Outdoor,5,3,11,51,player0
Outdoor,5,3,41,141,player0
Outdoor,5,3,8,60,player0
Outdoor,5,3,13,74,player0
Outdoor,5,3,25,134,player0
Outdoor,5,3,31,71,player0
Outdoor,3,3,11,47,player0
Outdoor,3,3,41,25,player0
Outdoor,3,3,8,37,player0
Outdoor,3,3,13,31,player0
Outdoor,2,3,11,41,player0
Outdoor,2,3,13,8,player0
Outdoor,1,3,13,11,player0
Outdoor,7,3,109,95,player0
Outdoor,7,3,223,118,player0
Outdoor,7,3,130,139,player0
Outdoor,7,3,453,160,player0
Outdoor,7,3,138,85,player0
Outdoor,7,3,202,266,player0
Outdoor,7,3,100,81,player0
Outdoor,7,3,23,108,player0
Outdoor,7,3,78,153,player0
Outdoor,7,3,125,93,player0
Outdoor,7,3,61,351,player0
Outdoor,7,3,99,314,player0
Outdoor,7,3,65,368,player0
Outdoor,7,3,4,147,player0
Outdoor,7,3,143,55,player0
Outdoor,7,3,42,87,player0
Outdoor,6,3,138,78,player0
Outdoor,6,3,109,100,player0
Outdoor,6,3,23,125,player0
Outdoor,6,3,65,223,player0
Outdoor,6,3,99,143,player0
Outdoor,6,3,61,130,player0
Outdoor,6,3,42,202,player0
Outdoor,6,3,4,453,player0
Outdoor,3,3,42,99,player0
Outdoor,3,3,4,61,player0
Outdoor,3,3,138,23,player0
Outdoor,3,3,65,109,player0
Outdoor,2,3,65,4,player0
Outdoor,2,3,42,138,player0
Outdoor,1,3,42,65,player0
Outdoor,7,3,42,193,player0
Outdoor,7,3,17,37,player0
Outdoor,7,3,34,170,player0
Outdoor,7,3,33,56,player0
Outdoor,7,3,57,55,player0
Outdoor,7,3,58,7,player0
Outdoor,7,3,70,542,player0
Outdoor,7,3,109,43,player0
Outdoor,7,3,117,59,player0
Outdoor,7,3,50,53,player0
Outdoor,7,3,15,16,player0
Outdoor,7,3,11,66,player0
Outdoor,7,3,27,78,player0
Outdoor,7,3,23,40,player0
Outdoor,7,3,21,225,player0
Outdoor,7,3,22,38,player0
Outdoor,7,3,19,8,player0
Outdoor,7,3,61,20,player0
Outdoor,7,3,26,63,player0
Outdoor,7,3,99,13,player0
Outdoor,7,3,4,32,player0
Outdoor,7,3,1,36,player0
Outdoor,7,3,73,12,player0
Outdoor,7,3,30,67,player0
Outdoor,7,3,25,14,player0
Outdoor,7,3,127,9,player0
Outdoor,7,3,231,54,player0
Outdoor,7,3,46,6,player0
Outdoor,7,3,5,39,player0
Outdoor,7,3,10,62,player0
Outdoor,7,3,2,76,player0
Outdoor,7,3,41,3,player0
Outdoor,6,3,1,50,player0
Outdoor,6,3,34,15,player0
Outdoor,6,3,4,117,player0
Outdoor,6,3,25,42,player0
Outdoor,6,3,109,127,player0
Outdoor,6,3,61,11,player0
Outdoor,6,3,19,21,player0
Outdoor,6,3,58,26,player0
Outdoor,6,3,10,22,player0
Outdoor,6,3,23,5,player0
Outdoor,6,3,17,27,player0
Outdoor,6,3,2,30,player0
Outdoor,6,3,99,57,player0
Outdoor,6,3,70,46,player0
Outdoor,6,3,41,231,player0
Outdoor,6,3,33,73,player0
Outdoor,5,3,1,34,player0
Outdoor,5,3,25,4,player0
Outdoor,5,3,61,19,player0
Outdoor,5,3,109,23,player0
Outdoor,5,3,58,10,player0
Outdoor,5,3,99,41,player0
Outdoor,5,3,33,70,player0
Outdoor,5,3,2,17,player0
Outdoor,3,3,1,58,player0
Outdoor,3,3,99,33,player0
Outdoor,3,3,2,109,player0
Outdoor,3,3,25,61,player0
Outdoor,2,3,1,99,player0
Outdoor,2,3,2,25,player0
Outdoor,1,3,1,2,player0
Outdoor,7,3,16,71,player0
